Name	Parent	RootTemplate	ModifierType	Act	Level	UseAPCost	Value	Weight	ComboCategory	Requirements	Strength	Finesse	Intelligence	Constitution	Memory	Wits	Vitality	Armor	PiercingResistance	PhysicalResistance	FireResistance	EarthResistance	WaterResistance	AirResistance	PoisonResistance	Flags	InventoryTab	AddToBottomBar	IgnoredByAI	RuneLevel	RuneEffectWeapon	RuneEffectUpperbody	RuneEffectAmulet	ObjectCategory	MinAmount	MaxAmount	Priority	Unique	MinLevel	MaxLevel	Comment	
LOOT_Foot_Chicken_A	_Generics	5afe1823-046c-4035-84cc-9892464424ca			1		30	50																			Ingredient							IngredientEarly	1	1	1		1			
LOOT_Foot_Chicken_A_Big	_Generics	5afe1823-046c-4035-84cc-9892464424ca			1		35	50																			Ingredient							IngredientEarly	1	1	1		1			
LOOT_Sinew_A	_Generics	6b23aa78-c822-4e57-b561-779a3bb1dc8e			5		65	10	Sinew																		Ingredient							IngredientSwamps	1	1	1		4			
LOOT_Tail_A_Rat_A	_Generics	311bde16-7ecc-4f96-a180-5f747c662210			1		20	10																			Ingredient							IngredientEarly	1	1	1		1			
LOOT_Tail_A_Rat_A_Long	_Generics	311bde16-7ecc-4f96-a180-5f747c662210			5		60	10																			Ingredient							IngredientSwamps	1	1	1		4			
LOOT_Leg_Anthropod_A	_Generics	c6963e0b-eeaf-4343-8bee-d167a4ea835d			9		80	100																			Ingredient							IngredientMid	1	1	1		8			
LOOT_Flour_A	_Generics	047d6744-a172-40bf-a38c-ca54b4d68965			1		1	200																			Ingredient							Junk	1	1	1		13			
LOOT_Scales_Animal_A	_Generics	441a409d-aa5a-4cec-8bfc-7ad7b0183fea			5		45	200																			Ingredient							IngredientSwamps	1	1	1		4			
_SCROLL_INGREDIENTS_SCROLLS_NOT_EA																																										
LOOT_Sinew_A_Strong	_Generics	6b23aa78-c822-4e57-b561-779a3bb1dc8e			13		110	10	Sinew																		Ingredient							IngredientLate	1	1	1		12			
LOOT_Eye_A	_Generics	80134e16-bdd5-4572-abe8-51a0faa4642d			1		90	10	Eye																		Ingredient							IngredientEarly	1	1	1		1			
LOOT_Eye_A_Creepy	_Generics	80134e16-bdd5-4572-abe8-51a0faa4642d			9		110	10	Eye																		Ingredient							IngredientMid	1	1	1		8			
LOOT_Paw_A_Rabbit_A_Lucky	_Generics	b4ed739a-fad9-4431-840c-412d4773f868			13		150	20																			Ingredient							IngredientLate	1	1	1		12			
LOOT_Feather_A_Fancy	_Generics	f1ec83f6-2195-4d62-8b20-c4252e036a1c			13		100	10	Feather																		Ingredient							IngredientLate	1	1	1		12			
LOOT_Fang_A	_Generics	cdf1bbc3-5733-476a-9d31-b713b41da23e			9		70	20																			Ingredient							IngredientMid	1	1	1		8			
LOOT_Skull_Human_A_Ancient	_Generics	0f437ce0-8eec-4f8f-b51a-65d2a1057025			9		80	500	Bone																		Ingredient							IngredientMid	1	1	1		8			
LOOT_Shell_B_PilgrimsShell	_Generics	d2f37ffd-bcb4-4237-9faf-b2b96957eb5a			18		20	50																			Ingredient							IngredientEnd	1	1	1		18			
LOOT_SourcePuppet_Bead_A	_Generics	27945ef6-5a00-4de4-9c07-44cd63f6744b			18		140	50																			Ingredient							IngredientEnd	1	1	1		18			
LOOT_Goo_SewerSpider_A	_Generics	22c08967-1068-4962-b278-6952df919853			18		90	10																			Ingredient							IngredientEnd	1	1	1		18			
_INGREDIENTS_LATE																																										
LOOT_Jar_MindMaggot_A	_Generics	97371c96-ce10-4d7a-9ceb-8847b313efd4			12		675	500																			Ingredient															
LOOT_Claw_Crab_A	_Generics	f7b21e6b-723f-496c-83cb-3a94a4ec6174			3		7	50																			Ingredient							IngredientEarly	1	1	1		1			
LOOT_Bone_A_Iron	_Generics	9c66f419-3cf6-40cb-992b-e1a6cf48c389			9		10	500	Metal																		Ingredient															
HAR_Fish_Star_Glowing	_Generics	77077fc8-470c-483d-bb13-fa506cfcf229			9		14	10																			Ingredient								1	1	3		9			
LOOT_Ore_A_Iron_A	_Generics	053e23db-a144-4619-bb96-3208aecc77d5			3		0	10000	Metal																		Ingredient								1	1	1					
LOOT_Ore_A_Silver_A	_Generics	345db58d-c075-4cbe-ab49-9234d2f1fa3c			3		0	10000	Metal																		Ingredient								1	1	3					
LOOT_Ore_A_BlackRock_A	_Generics	b9db80ea-0844-4b89-8074-a036b5034ab8			13		0	10000																			Ingredient															
LOOT_OreBar_A_Iron_A	_Generics	1eabd114-a6c5-4e24-b61f-0932c65b8ef3			3		14	200	Metal																		Ingredient								1	1	2					
LOOT_OreBar_A_Iron_A_Large	_Generics	cf8e7026-9bee-4975-86ca-06d8dc59ae98			3		55	300	Metal																		Ingredient															
LOOT_OreBar_A_Steel_A	_Generics	1eb8d1e4-0efd-421a-aa96-c7b1a4a24347			3		14	200	Metal																		Ingredient								1	1	2					
LOOT_OreBar_A_Steel_A_Large	_Generics	5af41a8d-feeb-457b-bdfe-d0ae50cd8860			3		55	300	Metal																		Ingredient															
LOOT_OreBar_A_Silver_A	_Generics	6829cab2-09e1-42ae-9051-64134169ba46			3		55	200	Metal																		Ingredient								1	1	1					
LOOT_OreBar_A_BlackRock_A	_Generics	e034ce03-2e35-4c1b-b47c-61385da84f22			13		90	200																			Ingredient															
LOOT_Feather_A_Quill_A	_Generics	4985ca30-d65a-4312-8c71-9232c8922209			3		5	200																			Ingredient															
LOOT_Ink_Pot_A_Quill_A	_Generics	7c9e8ca5-de93-4e43-be83-2cb6a9022c2f			3		20	300																			Ingredient															
Scroll_Skill_Water_Blank_A	_Generics	ec12b731-6462-446d-aebb-a1c45943e1ca			3		20	100																																		
Scroll_Skill_Witchcraft_Blank_A	_Generics	061cbdb1-9d33-476b-9cc5-34cb14ecb1a3			3		20	100																																		
Scroll_Skill_Air_Blank_A	_Generics	5ac1d15f-b06e-4f0d-830d-1f95b872288f			3		20	100																																		
Scroll_Skill_Earth_Blank_A	_Generics	92fccb64-a377-4361-91a8-67bc86f19fe9			3		20	100																																		
Scroll_Skill_Fire_Blank_A	_Generics	2f75e045-4ffd-4c77-b9c5-7fcd84283263			3		20	100																																		
_RARE_INGREDIENTS																																										
TOOL_Pouch_Dust_Bone_A	_Generics	f15254ac-10f1-4ed3-bdae-4a501153fe49			5		150	200																			Ingredient							IngredientSwamps	1	1	1		4			
TOOL_Pouch_Dust_Star_A	_Generics	7652f8f5-bc55-4236-9637-a5d783f8a3be			5		280	20																			Ingredient							IngredientSwamps	1	1	2		4			
TOOL_Pouch_Dust_Star_B	_Generics	7652f8f5-bc55-4236-9637-a5d783f8a3be			16		800	40																			Ingredient							IngredientEnd	1	1	2		16			
TOOL_Pouch_Dust_Pixie_A	_Generics	cd6facc6-54f2-41b1-9d7f-4089d228c4b6			5		450	220																			Ingredient							IngredientSwamps	1	1	2		4			
TOOL_Pouch_Dust_Pixie_B	_Generics	cd6facc6-54f2-41b1-9d7f-4089d228c4b6			16		1200	220																			Ingredient							IngredientEnd	1	1	2		16			
CON_Herb_Stardust_A	_Generics	21943084-4c5d-46cc-a2bf-0fd9859319c1			5		200	20	Herbs																		Ingredient							IngredientSwamps	1	1	2		4			
CON_Herb_Stardust_B	_Generics	21943084-4c5d-46cc-a2bf-0fd9859319c1			16		600	40	Herbs																		Ingredient							IngredientEnd	1	1	2		16			
ITEM_Log_Livewood	_Generics	1c887943-9565-4813-944b-09c024043e6b			13		750	500																			Ingredient							IngredientLate	1	1	1		12			
BOOK_Skill_Summoning_Blank_A	_Generics	1ac567ce-4868-49e0-8ce0-360f21e13e84			9		250	300																			Ingredient							IngredientMid	1	1	1		8			
BOOK_Skill_Polymorph_Blank_A	_Generics	f4bbfca0-4949-43e9-9221-9b5b74e97edc			9		250	300																			Ingredient							IngredientMid	1	1	1		8			
BOOK_Skill_Witchcraft_Blank_A	_Generics	d8603ada-5320-4f80-a8d6-0c0e067fac7b			9		250	300																			Ingredient							IngredientMid	1	1	1		8			
BOOK_Skill_Air_Blank_A	_Generics	918aa175-8895-4459-b033-89f61616990f			9		250	300																			Ingredient							IngredientMid	1	1	1		8			
BOOK_Skill_Earth_Blank_A	_Generics	59402b38-b42b-43e5-8af1-7ef64ebc9f42			9		250	300																			Ingredient							IngredientMid	1	1	1		8			
BOOK_Skill_Fire_Blank_A	_Generics	50a9df3f-dbe3-416b-83fc-7e273174e461			9		250	300																			Ingredient							IngredientMid	1	1	1		8			
BOOK_Skill_Water_Blank_A	_Generics	6f23eada-d540-401d-9a1b-778630ee9d74			9		250	300																			Ingredient							IngredientMid	1	1	1		8			
BOOK_Skill_Summoning_Blank_Step2_A	_Generics	1ac567ce-4868-49e0-8ce0-360f21e13e84			13		400	300																			Ingredient							IngredientLate	1	1	1		12			
BOOK_Skill_Polymorph_Blank_Step2_A	_Generics	f4bbfca0-4949-43e9-9221-9b5b74e97edc			13		400	300																			Ingredient							IngredientLate	1	1	1		12			
BOOK_Skill_Witchcraft_Blank_Step2_A	_Generics	d8603ada-5320-4f80-a8d6-0c0e067fac7b			13		400	300																			Ingredient							IngredientLate	1	1	1		12			
BOOK_Skill_Air_Blank_Step2_A	_Generics	918aa175-8895-4459-b033-89f61616990f			13		400	300																			Ingredient							IngredientLate	1	1	1		12			
BOOK_Skill_Earth_Blank_Step2_A	_Generics	59402b38-b42b-43e5-8af1-7ef64ebc9f42			13		400	300																			Ingredient							IngredientLate	1	1	1		12			
BOOK_Skill_Fire_Blank_Step2_A	_Generics	50a9df3f-dbe3-416b-83fc-7e273174e461			13		400	300																			Ingredient							IngredientLate	1	1	1		12			
BOOK_Skill_Water_Blank_Step2_A	_Generics	6f23eada-d540-401d-9a1b-778630ee9d74			13		400	300																			Ingredient							IngredientLate	1	1	1		12			
LOOT_Essence_Life_A	_Generics	f8190b61-55e9-4f53-931a-94496502eeea			2		30	10																			Ingredient							IngredientEarly	1	1	1		2			
LOOT_Essence_Air_A	_Generics	f3456c37-e06c-447a-8be8-3c90cc63b4f9			2		30	10																			Ingredient							IngredientEarly	1	1	1		2			
LOOT_Essence_Earth_A	_Generics	7cf82c80-d22d-4da5-b5eb-f56352cbcb28			2		30	10																			Ingredient							IngredientEarly	1	1	1		2			
LOOT_Essence_Fire_A	_Generics	2bb6b716-7b6e-4e00-9f0f-041e358bacb7			2		30	10																			Ingredient							IngredientEarly	1	1	1		2			
LOOT_Essence_Water_A	_Generics	31349a4c-138a-4019-b5a9-3338f074e651			2		30	10																			Ingredient							IngredientEarly	1	1	1		2			
LOOT_Essence_Shadow_A	_Generics	18ec74cd-5948-4ef3-bdcf-5d9fb49e3e58			2		30	10																			Ingredient							IngredientEarly	1	1	1		2			
LOOT_Soul_Tormented_A	_Generics	36dc07be-2590-4c4c-92d6-e88d82d64f64			2		30	10																			Ingredient							IngredientEarly	1	1	1		2			
LOOT_Essence_Life_Step2_A	_Generics	546dc4bc-2888-4836-aa6e-10938f802aeb			9		105	10																			Ingredient							IngredientMid	1	1	1		8			
LOOT_Essence_Air_Step2_A	_Generics	74f56d08-e3cd-4fc8-8d4c-7824f2fa0891			9		105	10																			Ingredient							IngredientMid	1	1	1		8			
LOOT_Essence_Earth_Step2_A	_Generics	c602734f-d1de-4d54-83e5-7a447bd45f18			9		105	10																			Ingredient							IngredientMid	1	1	1		8			
LOOT_Essence_Fire_Step2_A	_Generics	2f8e27f9-0d36-45b6-896c-855028e32a83			9		105	10																			Ingredient							IngredientMid	1	1	1		8			
LOOT_Essence_Water_Step2_A	_Generics	16e9ea8a-e987-4a30-8045-212f7669acd7			9		105	10																			Ingredient							IngredientMid	1	1	1		8			
LOOT_Essence_Shadow_Step2_A	_Generics	c971b0bb-9165-4766-9cfe-943a0da78ce4			9		105	10																			Ingredient							IngredientMid	1	1	1		8			
LOOT_Soul_Tormented_Step2_A	_Generics	9eef6091-e1fd-402c-aef4-5024675d4d92			9		105	10																			Ingredient							IngredientMid	1	1	1		8			
LOOT_Essence_Life_Step3_A	_Generics	4dcc3508-5e6b-47f8-b768-ff4c4b35fceb			16		320	10																			Ingredient							IngredientEnd	1	1	1		16			
LOOT_Essence_Air_Step3_A	_Generics	151c30fe-0e89-4891-a22b-17ee9f8dccfb			16		320	10																			Ingredient							IngredientEnd	1	1	1		16			
LOOT_Essence_Earth_Step3_A	_Generics	f328aebe-f59b-4eaa-882c-cf6783ce64b5			16		320	10																			Ingredient							IngredientEnd	1	1	1		16			
LOOT_Essence_Fire_Step3_A	_Generics	ec2d44ba-01ad-457f-8c67-6e6ef6d388b2			16		320	10																			Ingredient							IngredientEnd	1	1	1		16			
LOOT_Essence_Water_Step3_A	_Generics	683891d8-2847-4391-81dd-cb711094e7fc			16		320	10																			Ingredient							IngredientEnd	1	1	1		16			
LOOT_Essence_Shadow_Step3_A	_Generics	88c6ddc9-d942-43ff-8afa-34dd82f4127f			16		320	10																			Ingredient							IngredientEnd	1	1	1		16			
LOOT_Soul_Tormented_Step3_A	_Generics	9c38bc92-b7a9-4a5f-bd6e-10375e344d7a			16		320	10																			Ingredient							IngredientEnd	1	1	1		16			
_Commons_And_Gens																																										
CONT_Barrel_A_Lid_A	_Generics	266d48f7-6092-44bf-af96-73205273ce5d			1		1	500																			Ingredient															
FUR_Bar_Barrel_A_Beer_A	_Generics	656a750f-3c2e-4fab-af12-aa0d8e913e56			10		0	500000						1			-1		100	100	100	100	100	100	100	FreezeImmunity;BurnImmunity;StunImmunity;PoisonImmunity;CharmImmunity;FearImmunity;KnockdownImmunity;MuteImmunity;ChilledImmunity;WarmImmunity;WetImmunity;BleedingImmunity;CrippledImmunity;BlindImmunity;CursedImmunity;WeakImmunity;SlowedImmunity;DiseasedImmunity;InfectiousDiseasedImmunity;PetrifiedImmunity	Ingredient															
FUR_Bar_Barrel_A_Wine_A	_Generics	577e1099-5519-438c-baf2-3c8537dcdf8a			10		0	500000						1			-1		100	100	100	100	100	100	100	FreezeImmunity;BurnImmunity;StunImmunity;PoisonImmunity;CharmImmunity;FearImmunity;KnockdownImmunity;MuteImmunity;ChilledImmunity;WarmImmunity;WetImmunity;BleedingImmunity;CrippledImmunity;BlindImmunity;CursedImmunity;WeakImmunity;SlowedImmunity;DiseasedImmunity;InfectiousDiseasedImmunity;PetrifiedImmunity	Ingredient															
FUR_Bar_Barrel_A_Beer_A_Poison	_Generics	577e1099-5519-438c-baf2-3c8537dcdf8a			10		0	500000						1			-1		100	100	100	100	100	100	100	FreezeImmunity;BurnImmunity;StunImmunity;PoisonImmunity;CharmImmunity;FearImmunity;KnockdownImmunity;MuteImmunity;ChilledImmunity;WarmImmunity;WetImmunity;BleedingImmunity;CrippledImmunity;BlindImmunity;CursedImmunity;WeakImmunity;SlowedImmunity;DiseasedImmunity;InfectiousDiseasedImmunity;PetrifiedImmunity	Ingredient															
FUR_Bar_Barrel_A_Wine_A_Poison	_Generics	577e1099-5519-438c-baf2-3c8537dcdf8a			10		0	500000						1			-1		100	100	100	100	100	100	100	FreezeImmunity;BurnImmunity;StunImmunity;PoisonImmunity;CharmImmunity;FearImmunity;KnockdownImmunity;MuteImmunity;ChilledImmunity;WarmImmunity;WetImmunity;BleedingImmunity;CrippledImmunity;BlindImmunity;CursedImmunity;WeakImmunity;SlowedImmunity;DiseasedImmunity;InfectiousDiseasedImmunity;PetrifiedImmunity	Ingredient															
FUR_Couch_A	_Generics	71144d22-75f6-4c41-9272-b8d71d7b57e2			1		0																																			
FUR_Bed_A	_Generics	e87a7bff-bc35-4b0d-9769-3b534c6b0146			1		0																																			
LTS_Campfire_A	_Generics	6fee7bbb-4adc-4222-a5b1-82fcfb8d1230			20		0	30000						1			-1		100	100	100	100	100	100	100	Torch;StunImmunity;PoisonImmunity;CharmImmunity;FearImmunity;KnockdownImmunity;MuteImmunity;BleedingImmunity;CrippledImmunity;BlindImmunity;CursedImmunity;WeakImmunity;SlowedImmunity;DiseasedImmunity;InfectiousDiseasedImmunity	Ingredient															
Hum_ArcheryTarget_F	_Generics				3		0	3000						10																												
BOOK_Book_A	_Generics	28a23ffa-3a2b-471e-a16c-e1c8abcefc7b			1		1	1000																																		
BOOK_Book_B	_Generics	28e77d40-7e26-4471-be15-8aaa2c498b20			1		1	1000																																		
BOOK_Book_C	_Generics	cd918aec-c95f-418d-9d2d-ff78b3c07de6			1		1	1000																																		
BOOK_Book_D	_Generics	7186c809-4046-4bd4-af72-d0fc5e446030			1		1	1000																																		
BOOK_Book_E	_Generics	d851484a-3c41-40c6-abba-13b7a7c71776			1		1	1000																																		
LOOT_Orc_Tusk	_Generics	e6455b9a-4b61-48ae-9071-a08a0beaf7ca			2		12	200																			Ingredient															
CONT_Grain_Sack_A	_Generics	9cd8dce2-a876-4c82-93e2-80405df6b3dd			1		0	50000						5																												
LOOT_Stone_A_Whet_A	_Generics	a98093d6-45c2-4e52-bef8-271b8aa538ec					30	500																			Ingredient															
FUR_SpinningWheel	_Generics						0	10000																																		
FUR_Kitchen_Furnace	_Generics						0	100000	Oven																																	
FUR_Humans_Camping_Sleepingbag_B	_Generics	4d7216c9-c21e-4ab0-b98e-97d744798912					20	500																			Misc	Yes														
FUR_LizardHeater	_Generics	3d1730ce-3b89-493c-ba70-e7437dc6170c					5	2																																		
Quest_Stone_Star_Depleted_A	_Generics						0	20																			Magical															
ITEM_Key	_Generics						0	10																			Keys															
Gen_Crystall_Ice_Small	_Generics				15		0	200000						10							-50		100																			
QUEST_Item	_Generics						0	10																																		
ITEM_FoldedShirts	_Generics						0	1000																																		
ITEM_SpiderEggBoss	_Generics	792f35b4-e700-434d-8feb-a1af3f35a034			9		0	400						1			10																									
LOOT_Ingred_CrossbowWithoutString	_Generics	3c4169cb-d9ee-454a-833d-16053407aaf5			4		20	2000																			Ingredient															
FUR_BoilingPot_A	_Generics	ddda8985-8986-448d-8d46-1508e7ca58ae					1	400						1			-1		100	100	100	100	100	100	100	Torch;StunImmunity;PoisonImmunity;CharmImmunity;FearImmunity;KnockdownImmunity;MuteImmunity;BleedingImmunity;CrippledImmunity;BlindImmunity;CursedImmunity;WeakImmunity;SlowedImmunity;DiseasedImmunity;InfectiousDiseasedImmunity	Ingredient															
FUR_FlowerPot	_Generics				1		0	20000						4								100	200		100	FreezeImmunity;BurnImmunity;StunImmunity;PoisonImmunity;CharmImmunity;FearImmunity;KnockdownImmunity;MuteImmunity;ChilledImmunity;WarmImmunity;WetImmunity;BleedingImmunity;CrippledImmunity;BlindImmunity;CursedImmunity;WeakImmunity;SlowedImmunity;DiseasedImmunity;InfectiousDiseasedImmunity;PetrifiedImmunity																
LOOT_Gems_StarPebble_A	_Generics				5		4	100																																		
LOOT_BodyPart_A	_Generics	a32e556f-8c03-48ca-bd29-b78067fd31da			1		0	500																			Misc															
LOOT_BodyPart_B	_Generics	dc3af1bd-cbea-4042-a663-9be2814f105c			1		0	500																			Misc															
LOOT_BodyPart_C	_Generics	a3c85ced-1b60-4e91-930b-2d76109791b5			1		0	500																			Misc															
LOOT_BodyPart_D	_Generics	7a0beb49-ab72-4b9a-ba52-657d1e1e0a06			1		0	500																			Misc															
LOOT_BodyPart_E	_Generics	9916a86e-1367-4627-afbc-62975cc30ed7			1		0	500																			Misc															
LOOT_BodyPart_F	_Generics	64488fea-e1a5-422a-951b-849974cde59e			1		0	500																			Misc															
LOOT_BodyPart_G	_Generics	982bdb9f-0843-4e5f-a471-e1b0e9e0c7a5			1		0	500																			Misc															
LOOT_BodyPart_H	_Generics	5f1544ef-eb35-467a-bcee-1b4be9696389			1		0	500																			Misc															
FUR_Poor_Oven_A	_Generics	f44b2969-8d36-4e62-95cd-2849a11ae95a					0	100000	Oven																																	
FUR_Poor_Oven_B	_Generics						0	100000	Oven																																	
FUR_Blacksmith_Crate	_Generics	95906ecc-1251-40af-990b-6a513707e7e6			1		0	50000																																		
FARM_Beehive_A	_Generics	c46a033a-c2fb-4a6a-8d14-550617bdde0b			4		0	10000						1			-1		100	100	100	100	100	100	100	PoisonImmunity																
FARM_Birdhouse_A	_Generics				4		0	4000						1																												
FARM_Chickenhouse_A	_Generics				4		0	20000						10																												
FARM_Scarecrow	_Generics				12		0	60000						1			-1		100	100	100	100	100	100	100																	
FARM_Straw	_Generics				1		0	50000						1							-100																					
FUR_JewelleryBox	_Generics				5		0	10000						4											100	PoisonImmunity;BleedingImmunity;CharmImmunity;FearImmunity;KnockdownImmunity;MuteImmunity;CrippledImmunity;BlindImmunity;WeakImmunity;SlowedImmunity;DiseasedImmunity;InfectiousDiseasedImmunity																
FUR_Chest	_Generics				5		0	50000						10			200								100	PoisonImmunity;BleedingImmunity;CharmImmunity;FearImmunity;KnockdownImmunity;MuteImmunity;CrippledImmunity;BlindImmunity;WeakImmunity;SlowedImmunity;DiseasedImmunity;InfectiousDiseasedImmunity																
FUR_Chest_Strong	_Generics				20		0	100000						1			-1		100	100	100	100	100	100	100	BurnImmunity;PoisonImmunity;BleedingImmunity;CharmImmunity;FearImmunity;KnockdownImmunity;MuteImmunity;CrippledImmunity;BlindImmunity;WeakImmunity;SlowedImmunity;DiseasedImmunity;InfectiousDiseasedImmunity																
FUR_Chest_Arena	_Generics				5		0	50000						7			100								100	PoisonImmunity;BleedingImmunity;CharmImmunity;FearImmunity;KnockdownImmunity;MuteImmunity;CrippledImmunity;BlindImmunity;WeakImmunity;SlowedImmunity;DiseasedImmunity;InfectiousDiseasedImmunity																
FUR_Chest_Arena_Big	_Generics				5		0	50000						7			130								100	PoisonImmunity;BleedingImmunity;CharmImmunity;FearImmunity;KnockdownImmunity;MuteImmunity;CrippledImmunity;BlindImmunity;WeakImmunity;SlowedImmunity;DiseasedImmunity;InfectiousDiseasedImmunity																
FUR_Pris_Ballchain_A	_Generics				20		0	50000						0												BurnImmunity																
GEN_HeavyMetal	_Generics				1		0	50000						10			1000									PoisonImmunity;BleedingImmunity;CharmImmunity;FearImmunity;KnockdownImmunity;MuteImmunity;CrippledImmunity;BlindImmunity;WeakImmunity;SlowedImmunity;DiseasedImmunity;InfectiousDiseasedImmunity																
LTS_Rich_Candleholder_A	_Generics				3		1	5000						10			500																									
LTS_Smith_Fireplace_A	_Generics				20		0	100000	Oven					1			-1		100	100	100	100	100	100	100	Torch;StunImmunity;PoisonImmunity;CharmImmunity;FearImmunity;KnockdownImmunity;MuteImmunity;BleedingImmunity;CrippledImmunity;BlindImmunity;CursedImmunity;WeakImmunity;SlowedImmunity;DiseasedImmunity;InfectiousDiseasedImmunity																
Hum_Well_A	_Generics						0	100000																																		
Hum_Well_A_Snow	_Generics						0	100000																																		
BLD_Humans_Sawmill_Machine	_Generics						0	1000000																																		
CONT_Barrel_Oil_A	_Generics	1b34b32c-e96c-404e-90cc-054cb549c558					0	60000						1			4									PoisonImmunity;BleedingImmunity;CharmImmunity;FearImmunity;KnockdownImmunity;MuteImmunity;CrippledImmunity;BlindImmunity;WeakImmunity;SlowedImmunity;DiseasedImmunity;InfectiousDiseasedImmunity																
CONT_Barrel_A_Water	_Generics	59b25792-1cc2-4364-92eb-89aca8fb8425					0	60000						1			4									PoisonImmunity;BleedingImmunity;CharmImmunity;FearImmunity;KnockdownImmunity;MuteImmunity;CrippledImmunity;BlindImmunity;WeakImmunity;SlowedImmunity;DiseasedImmunity;InfectiousDiseasedImmunity																
FUR_Bar_Barrel_Small_A	_Generics	3575dd36-fe5d-4ef2-9c38-026651bb56f9					0	60000						1																												
FUR_Desk	_Generics						0	200000																																		
FUR_Workbench	_Generics						0	200000																																		
CONT_Barrel_A	_Generics	93ed7612-3f54-4c5d-978e-fbb6f9831c18					0	5000						1			4								100	PoisonImmunity;BleedingImmunity;CharmImmunity;FearImmunity;KnockdownImmunity;MuteImmunity;CrippledImmunity;BlindImmunity;WeakImmunity;SlowedImmunity;DiseasedImmunity;InfectiousDiseasedImmunity																
CONT_Barrel_Ooze_A	_Generics	0ae0668f-418c-46c4-bcbb-1683aa3c68e3					0	60000						1			4									PoisonImmunity;BleedingImmunity;CharmImmunity;FearImmunity;KnockdownImmunity;MuteImmunity;CrippledImmunity;BlindImmunity;WeakImmunity;SlowedImmunity;DiseasedImmunity;InfectiousDiseasedImmunity																
CONT_Crate_DeathFog_A	_Generics						0	200000						1			100									PoisonImmunity;BleedingImmunity;CharmImmunity;FearImmunity;KnockdownImmunity;MuteImmunity;CrippledImmunity;BlindImmunity;WeakImmunity;SlowedImmunity;DiseasedImmunity;InfectiousDiseasedImmunity																
CONT_Barrel_DeathFog_A	_Generics	e0e9effc-8e74-43ea-b9a5-8e2050cccbde					0	95000						1			4									PoisonImmunity;BleedingImmunity;CharmImmunity;FearImmunity;KnockdownImmunity;MuteImmunity;CrippledImmunity;BlindImmunity;WeakImmunity;SlowedImmunity;DiseasedImmunity;InfectiousDiseasedImmunity																
TOOL_Smith_Anvil_A	_Generics	4fcd8129-ad8c-46ff-9373-329387e5b214					0	110000	Anvil																																	
TOOL_Smith_Anvil_B	_Generics	4869c1fe-1529-40a1-95c2-569bbdac47f4					0	110000	Anvil																																	
LOOT_WhetStone_Wheel_A	_Generics	1a70d6e9-8b58-482f-bfe2-efd0669aabf6			3		0	100000																																		
CONT_Humans_Citz_Package	_Generics				1		0	150000						10			1000			50					100																	
CONT_Humans_Citz_Bag	_Generics				1		0	100000						10			1000			50	-100				100																	
CONT_Vase_Greek	_Generics				1		0	5000						1																												
CONT_Basket	_Generics				1		0	1000						1							-100			50	100	PoisonImmunity;BleedingImmunity;CharmImmunity;FearImmunity;KnockdownImmunity;MuteImmunity;CrippledImmunity;BlindImmunity;WeakImmunity;SlowedImmunity;DiseasedImmunity;InfectiousDiseasedImmunity																
CONT_Crate	_Generics				1		0	10000						1						-50	-100	25	25	25	100	PoisonImmunity;BleedingImmunity;CharmImmunity;FearImmunity;KnockdownImmunity;MuteImmunity;CrippledImmunity;BlindImmunity;WeakImmunity;SlowedImmunity;DiseasedImmunity;InfectiousDiseasedImmunity																
CONT_Crate_Metal	_Generics				20		0	150000						10							-50				100	PoisonImmunity;BleedingImmunity;CharmImmunity;FearImmunity;KnockdownImmunity;MuteImmunity;CrippledImmunity;BlindImmunity;WeakImmunity;SlowedImmunity;DiseasedImmunity;InfectiousDiseasedImmunity																
CONT_Chest_Steel	_Generics				20		0	10000						1			-1		100	100	100	100	100	100	100	BurnImmunity;PoisonImmunity;BleedingImmunity;CharmImmunity;FearImmunity;KnockdownImmunity;MuteImmunity;CrippledImmunity;BlindImmunity;WeakImmunity;SlowedImmunity;DiseasedImmunity;InfectiousDiseasedImmunity																
FUR_Bucket_No_Helmet	_Generics				1		0	500						8							-50				100																	
Gen_FireOnly	_Generics				18		0	5000						3					100	100	-50	100	100	100	100																	
Gen_Book	_Generics				1		1	500																																		
Gen_Letter	Gen_Book	9d30b3e0-1f11-442f-8b06-7fa87bcaf804						10																																		
Gen_SmallStone	_Generics				10		0	100000																																		
Gen_WaypointShrine	_Generics				10	0	0	100000						1			-1		100	100	100	100	100	100	100	FreezeImmunity;BurnImmunity;StunImmunity;PoisonImmunity;CharmImmunity;FearImmunity;KnockdownImmunity;MuteImmunity;ChilledImmunity;WarmImmunity;WetImmunity;BleedingImmunity;CrippledImmunity;BlindImmunity;CursedImmunity;WeakImmunity;SlowedImmunity;DiseasedImmunity;InfectiousDiseasedImmunity;PetrifiedImmunity																
Gen_QuestItem_A	_Generics				10		0	20																																		
Gen_Container_Weak	_Generics				1		0	5000						1					-50	-50	-100	25	25	25	100																	
ITEM_FluffySpear	_Generics				1		0	5000						1					-50	-50	-100	25	25	25	100	Grounded																
Gen_Container_Strong	_Generics				10		0	7500						6					-25	-25	-50	40	40	40	100																	
Gen_Container_Indestructible	_Generics				20		0	10000						1			-1		100	100	100	100	100	100	100																	
Gen_Container_Indestructible_Metal	_Generics				20		0	10000						1			-1		100	100	100	100	100	100	100	BurnImmunity																
