Name	Parent	RecipeCategory	CraftingStation	Type 1	Object 1	Transform 1	Type 2	Object 2	Transform 2	Type 3	Object 3	Transform 3	Type 4	Object 4	Transform 4	Type 5	Object 5	Transform 5	AutoLevel	Requirement	ReqLevel	ResultAmount 1	Result 1	Boost 1	ResultAmount 2	Result 2	Boost 2	ResultAmount 3	Result 3	Boost 3	PreviewStatsID	PreviewIcon	PreviewTooltip	Comment	
GRN_Ingredient_Cylinder_Empty_A_LOOT_Soul_Tormented_A_Step2_A		Grenades		Object	GRN_Ingredient_Cylinder_Empty_A	Transform	Object	LOOT_Soul_Tormented_Step2_A	Consume														GRN_Grenade_Terror_A								GRN_Grenade_Terror_A				
GRN_Ingredient_Cylinder_Empty_A_LOOT_Soul_Tormented_A_Step3_A		Grenades		Object	GRN_Ingredient_Cylinder_Empty_A	Transform	Object	LOOT_Soul_Tormented_Step3_A	Consume														GRN_Grenade_Terror_A								GRN_Grenade_Terror_A				
GRN_Ingredient_Cylinder_Empty_A_LOOT_Essence_Earth_A		Grenades		Object	GRN_Ingredient_Cylinder_Empty_A	Transform	Object	LOOT_Essence_Earth_A	Consume														GRN_Grenade_Tremor_A								GRN_Grenade_Tremor_A				
GRN_Ingredient_Cylinder_Empty_A_LOOT_Essence_Air_A		Grenades		Object	GRN_Ingredient_Cylinder_Empty_A	Transform	Object	LOOT_Essence_Air_A	Consume														GRN_Grenade_Taser_A								GRN_Grenade_Taser_A				
GRN_Ingredient_Round_Empty_A_LOOT_Essence_Water_A		Grenades		Object	GRN_Ingredient_Round_Empty_A	Transform	Object	LOOT_Essence_Water_A	Consume														GRN_Grenade_Ice_A								GRN_Grenade_Ice_A				
GRN_Ingredient_Round_Empty_A_LOOT_Essence_Fire_A		Grenades		Object	GRN_Ingredient_Round_Empty_A	Transform	Object	LOOT_Essence_Fire_A	Consume														GRN_Grenade_ClusterBomb_A								GRN_Grenade_ClusterBomb_A				
GRN_Ingredient_Cylinder_Empty_A_LOOT_Essence_Step2_Earth_A		Grenades		Object	GRN_Ingredient_Cylinder_Empty_A	Transform	Object	LOOT_Essence_Earth_Step2_A	Consume														GRN_Grenade_Tremor_A								GRN_Grenade_Tremor_A				
GRN_Ingredient_Cylinder_Empty_A_LOOT_Essence_Step2_Air_A		Grenades		Object	GRN_Ingredient_Cylinder_Empty_A	Transform	Object	LOOT_Essence_Air_Step2_A	Consume														GRN_Grenade_Taser_A								GRN_Grenade_Taser_A				
GRN_Ingredient_Round_Empty_A_LOOT_Essence_Step2_Water_A		Grenades		Object	GRN_Ingredient_Round_Empty_A	Transform	Object	LOOT_Essence_Water_Step2_A	Consume														GRN_Grenade_Ice_A								GRN_Grenade_Ice_A				
GRN_Ingredient_Round_Empty_A_LOOT_Essence_Step2_Fire_A		Grenades		Object	GRN_Ingredient_Round_Empty_A	Transform	Object	LOOT_Essence_Fire_Step2_A	Consume														GRN_Grenade_ClusterBomb_A								GRN_Grenade_ClusterBomb_A				
GRN_Ingredient_Cylinder_Empty_A_LOOT_Essence_Step3_Earth_A		Grenades		Object	GRN_Ingredient_Cylinder_Empty_A	Transform	Object	LOOT_Essence_Earth_Step3_A	Consume														GRN_Grenade_Tremor_A								GRN_Grenade_Tremor_A				
GRN_Ingredient_Cylinder_Empty_A_LOOT_Essence_Step3_Air_A		Grenades		Object	GRN_Ingredient_Cylinder_Empty_A	Transform	Object	LOOT_Essence_Air_Step3_A	Consume														GRN_Grenade_Taser_A								GRN_Grenade_Taser_A				
GRN_Ingredient_Round_Empty_A_LOOT_Essence_Step3_Water_A		Grenades		Object	GRN_Ingredient_Round_Empty_A	Transform	Object	LOOT_Essence_Water_Step3_A	Consume														GRN_Grenade_Ice_A								GRN_Grenade_Ice_A				
GRN_Ingredient_Round_Empty_A_LOOT_Essence_Step3_Fire_A		Grenades		Object	GRN_Ingredient_Round_Empty_A	Transform	Object	LOOT_Essence_Fire_Step3_A	Consume														GRN_Grenade_ClusterBomb_A								GRN_Grenade_ClusterBomb_A				
GRN_Ingredient_Round_Empty_A_Poison		Grenades		Object	GRN_Ingredient_Cylinder_Empty_A	Transform	Property	Poison	None														GRN_Grenade_MustardGas_A								GRN_Grenade_MustardGas_A				
GRN_Ingredient_Round_Empty_A_RottenEggs		Grenades		Object	GRN_Ingredient_Cylinder_Empty_A	Transform	Object	CON_Food_RottenEggs_A	Consume														GRN_Grenade_MustardGas_A								GRN_Grenade_MustardGas_A				
GRN_Ingredient_Round_Empty_A_ITEM_Nails		Grenades		Object	GRN_Ingredient_Round_Empty_A	Transform	Object	ITEM_Nails	Consume														GRN_Grenade_Nailbomb_A								GRN_Grenade_Nailbomb_A				
GRN_Ingredient_Round_Empty_A_ITEM_BrokenBottle		Grenades		Object	GRN_Ingredient_Round_Empty_A	Transform	Object	ITEM_BrokenBottle	Consume														GRN_Grenade_Nailbomb_A								GRN_Grenade_Nailbomb_A				
GRN_Ingredient_Round_Empty_MindMaggots		Grenades		Object	GRN_Ingredient_Round_Empty_A	Transform	Object	LOOT_Jar_MindMaggot_A	Consume														GRN_Grenade_MindMaggots_A								GRN_Grenade_MindMaggots_A				
GRN_Ingredient_Love_Empty_A_Honey		Grenades		Object	GRN_Ingredient_Love_Empty_A	Transform	Property	Honey	None														GRN_Grenade_Love_A								GRN_Grenade_Love_A				
GRN_Ingredient_Love_Empty_A_TOOL_Pouch_Dust_Pixie_A		Grenades		Object	GRN_Ingredient_Love_Empty_A	Transform	Object	TOOL_Pouch_Dust_Pixie_A	Consume														GRN_Grenade_Love_A								GRN_Grenade_Love_A				
GRN_Ingredient_Love_Empty_A_FARM_Beehive_A		Grenades	Beehive	Object	GRN_Ingredient_Love_Empty_A	Transform																	GRN_Grenade_Love_A								GRN_Grenade_Love_A				
GRN_Ingredient_Holy_Empty_HAR_Fish_Star		Grenades		Object	GRN_Ingredient_Holy_Empty	Transform	Object	HAR_Fish_Star	Consume														GRN_Grenade_Holy_A								GRN_Grenade_Holy_A				
GRN_Ingredient_Holy_Empty_TOOL_Pouch_Dust_Pixie_A		Grenades		Object	GRN_Ingredient_Holy_Empty	Transform	Object	TOOL_Pouch_Dust_Pixie_A	Consume														GRN_Grenade_Holy_A								GRN_Grenade_Holy_A				
GRN_Ingredient_Flask_Empty_A_Poison		Grenades		Object	GRN_Ingredient_Flask_Empty_A	Transform	Property	Poison	None														GRN_Grenade_PoisonFlask_A								GRN_Grenade_PoisonFlask_A				
GRN_Ingredient_Flask_Empty_A_Oil		Grenades		Object	GRN_Ingredient_Flask_Empty_A	Transform	Property	Oil	None														GRN_Grenade_OilFlask_A								GRN_Grenade_OilFlask_A				
ITEM_EmptyBottle_Oil		Grenades		Object	ITEM_EmptyBottle	Transform	Property	Oil	None														ITEM_BottleWithOil								ITEM_BottleWithOil				
LOOT_Rope_A_LOOT_Rope_A		Grenades		Object	LOOT_Rope_A	Transform	Object	LOOT_Rope_A	Consume														GRN_Ingredient_Fuse_A								GRN_Ingredient_Fuse_A				
ITEM_BottleWithOil_GRN_Ingredient_Fuse_A		Grenades		Object	ITEM_BottleWithOil	Transform	Object	GRN_Ingredient_Fuse_A	Consume														GRN_Grenade_Molotov_A								GRN_Grenade_Molotov_A				
LOOT_Source_Orb_GRN_Grenade_WaterBalloon_A		Grenades		Object	LOOT_Source_Orb	Consume	Object	GRN_Grenade_WaterBalloon_A	Transform														GRN_Grenade_WaterBlessedBalloon_A								GRN_Grenade_WaterBlessedBalloon_A				
LOOT_Source_Orb_GRN_Grenade_Ice_A		Grenades		Object	LOOT_Source_Orb	Consume	Object	GRN_Grenade_Ice_A	Transform														GRN_Grenade_BlessedIce_A								GRN_Grenade_BlessedIce_A				
LOOT_Source_Orb_GRN_Grenade_ClusterBomb_A		Grenades		Object	LOOT_Source_Orb	Consume	Object	GRN_Grenade_ClusterBomb_A	Transform														GRN_Grenade_CursedClusterBomb_A								GRN_Grenade_CursedClusterBomb_A				
LOOT_Source_Orb_GRN_Grenade_Molotov_A		Grenades		Object	LOOT_Source_Orb	Consume	Object	GRN_Grenade_Molotov_A	Transform														GRN_Grenade_CursedMolotov_A								GRN_Grenade_CursedMolotov_A				
LOOT_Source_Orb_GRN_Grenade_PoisonFlask_A		Grenades		Object	LOOT_Source_Orb	Consume	Object	GRN_Grenade_PoisonFlask_A	Transform														GRN_Grenade_CursedPoisonFlask_A								GRN_Grenade_CursedPoisonFlask_A				
LOOT_Source_Orb_GRN_Grenade_OilFlask_A		Grenades		Object	LOOT_Source_Orb	Consume	Object	GRN_Grenade_OilFlask_A	Transform														GRN_Grenade_BlessedOilFlask_A								GRN_Grenade_BlessedOilFlask_A				
CuttingTool_LOOT_PieceOfRock_A		Arrows		Category	CuttingTool	None	Object	LOOT_PieceOfRock_A	Transform													2	WPN_ArrowHead_A			WPN_ArrowHead_A					WPN_ArrowHead_A				
CuttingTool_LOOT_MetalShard_A		Arrows		Category	CuttingTool	None	Object	LOOT_MetalShard_A	Transform													2	WPN_ArrowHead_A			WPN_ArrowHead_A					WPN_ArrowHead_A				
CuttingTool_LOOT_Bone_A		Arrows		Category	CuttingTool	None	Object	LOOT_Bone_A	Transform													4	WPN_ArrowHead_A			WPN_ArrowHead_A					WPN_ArrowHead_A				
CuttingTool_LOOT_WoodenBranch_A		Arrows		Category	CuttingTool	None	Object	LOOT_WoodenBranch_A	Transform													2	LOOT_WoodenStick_A			LOOT_Scraps_Wood_A					LOOT_WoodenStick_A				
CuttingTool_LOOT_WoodenStick_A		Arrows		Category	CuttingTool	None	Object	LOOT_WoodenStick_A	Transform													4	WPN_ArrowShaft_A			LOOT_Scraps_Wood_A					WPN_ArrowShaft_A				
Sword_LOOT_WoodenStick_A		Arrows		Category	Sword	None	Object	LOOT_WoodenStick_A	Transform													4	WPN_ArrowShaft_A			LOOT_Scraps_Wood_A					WPN_ArrowShaft_A				
Axe_LOOT_WoodenStick_A		Arrows		Category	Axe	None	Object	LOOT_WoodenStick_A	Transform													4	WPN_ArrowShaft_A			LOOT_Scraps_Wood_A					WPN_ArrowShaft_A				
Sword2H_LOOT_WoodenStick_A		Arrows		Category	TwoHandedSword	None	Object	LOOT_WoodenStick_A	Transform													4	WPN_ArrowShaft_A			LOOT_Scraps_Wood_A					WPN_ArrowShaft_A				
Axe2H_LOOT_WoodenStick_A		Arrows		Category	TwoHandedAxe	None	Object	LOOT_WoodenStick_A	Transform													4	WPN_ArrowShaft_A			LOOT_Scraps_Wood_A					WPN_ArrowShaft_A				
CuttingTool_Tooth		Arrows		Category	CuttingTool	None	Category	Tooth	Transform														WPN_ArrowHead_Stunning_A								WPN_ArrowHead_Stunning_A				
CuttingTool_LOOT_Antler_A		Arrows		Category	CuttingTool	None	Object	LOOT_Antler_A	Transform														WPN_ArrowHead_Antler_A								WPN_ArrowHead_Antler_A				
CuttingTool_LOOT_Antler_A_Adult		Arrows		Category	CuttingTool	None	Object	LOOT_Antler_A_Adult	Transform														WPN_ArrowHead_Antler_A								WPN_ArrowHead_Antler_A				
Oil_WPN_ArrowHead_A		Arrows		Property	Oil	None	Object	WPN_ArrowHead_A	Transform														WPN_ArrowHead_SlowDown_A								WPN_ArrowHead_SlowDown_A				
Water_WPN_ArrowHead_A		Arrows		Property	Water	None	Object	WPN_ArrowHead_A	Transform														WPN_ArrowHead_Water_A								WPN_ArrowHead_Water_A				
WaterWell_WPN_ArrowHead_A		Arrows	Well	Object	WPN_ArrowHead_A	Transform																	WPN_ArrowHead_Water_A								WPN_ArrowHead_Water_A				
Poison_WPN_ArrowHead_A		Arrows		Property	Poison	None	Object	WPN_ArrowHead_A	Transform														WPN_ArrowHead_Poison_A								WPN_ArrowHead_Poison_A				
Honey_WPN_ArrowHead_A		Arrows		Property	Honey	None	Object	WPN_ArrowHead_A	Transform														WPN_ArrowHead_Charming_A								WPN_ArrowHead_Charming_A				
LOOT_Essence_Fire_A_WPN_ArrowHead_A		Arrows		Object	LOOT_Essence_Fire_A	Consume	Object	WPN_ArrowHead_A	Transform														WPN_ArrowHead_Fire_A								WPN_ArrowHead_Fire_A				
LOOT_Essence_Water_A_WPN_ArrowHead_A		Arrows		Object	LOOT_Essence_Water_A	Consume	Object	WPN_ArrowHead_A	Transform														WPN_ArrowHead_Freezing_A								WPN_ArrowHead_Freezing_A				
LOOT_Essence_Air_A_WPN_ArrowHead_A		Arrows		Object	LOOT_Essence_Air_A	Consume	Object	WPN_ArrowHead_A	Transform														WPN_ArrowHead_Stunning_A								WPN_ArrowHead_Stunning_A				
LOOT_Essence_Earth_A_WPN_ArrowHead_A		Arrows		Object	LOOT_Essence_Earth_A	Consume	Object	WPN_ArrowHead_A	Transform														WPN_ArrowHead_Poison_Cloud_A								WPN_ArrowHead_Poison_Cloud_A				
LOOT_Essence_Step2_Fire_A_WPN_ArrowHead_A		Arrows		Object	LOOT_Essence_Fire_Step2_A	Consume	Object	WPN_ArrowHead_A	Transform														WPN_ArrowHead_Fire_A								WPN_ArrowHead_Fire_A				
LOOT_Essence_Step2_Water_A_WPN_ArrowHead_A		Arrows		Object	LOOT_Essence_Water_Step2_A	Consume	Object	WPN_ArrowHead_A	Transform														WPN_ArrowHead_Freezing_A								WPN_ArrowHead_Freezing_A				
LOOT_Essence_Step2_Air_A_WPN_ArrowHead_A		Arrows		Object	LOOT_Essence_Air_Step2_A	Consume	Object	WPN_ArrowHead_A	Transform														WPN_ArrowHead_Stunning_A								WPN_ArrowHead_Stunning_A				
LOOT_Essence_Step2_Earth_A_WPN_ArrowHead_A		Arrows		Object	LOOT_Essence_Earth_Step2_A	Consume	Object	WPN_ArrowHead_A	Transform														WPN_ArrowHead_Poison_Cloud_A								WPN_ArrowHead_Poison_Cloud_A				
LOOT_Essence_Step3_Fire_A_WPN_ArrowHead_A		Arrows		Object	LOOT_Essence_Fire_Step3_A	Consume	Object	WPN_ArrowHead_A	Transform														WPN_ArrowHead_Fire_A								WPN_ArrowHead_Fire_A				
LOOT_Essence_Step3_Water_A_WPN_ArrowHead_A		Arrows		Object	LOOT_Essence_Water_Step3_A	Consume	Object	WPN_ArrowHead_A	Transform														WPN_ArrowHead_Freezing_A								WPN_ArrowHead_Freezing_A				
LOOT_Essence_Step3_Air_A_WPN_ArrowHead_A		Arrows		Object	LOOT_Essence_Air_Step3_A	Consume	Object	WPN_ArrowHead_A	Transform														WPN_ArrowHead_Stunning_A								WPN_ArrowHead_Stunning_A				
LOOT_Essence_Step3_Earth_A_WPN_ArrowHead_A		Arrows		Object	LOOT_Essence_Earth_Step3_A	Consume	Object	WPN_ArrowHead_A	Transform														WPN_ArrowHead_Poison_Cloud_A								WPN_ArrowHead_Poison_Cloud_A				
WPN_ArrowShaft_A_WPN_ArrowHead_A		Arrows		Object	WPN_ArrowShaft_A	Transform	Object	WPN_ArrowHead_A	Consume														WPN_Arrow_A								WPN_Arrow_A				
Oil_WPN_Arrow_A		Arrows		Property	Oil	None	Object	WPN_Arrow_A	Transform														WPN_Arrow_SlowDown_A								WPN_Arrow_SlowDown_A				
Water_WPN_Arrow_A		Arrows		Property	Water	None	Object	WPN_Arrow_A	Transform														WPN_Arrow_Water_A								WPN_Arrow_Water_A				
WaterWell_WPN_Arrow_A		Arrows	Well	Object	WPN_Arrow_A	Transform																	WPN_Arrow_Water_A								WPN_Arrow_Water_A				
Poison_WPN_Arrow_A		Arrows		Property	Poison	None	Object	WPN_Arrow_A	Transform														WPN_Arrow_Poison_A								WPN_Arrow_Poison_A				
Honey_WPN_Arrow_A		Arrows		Property	Honey	None	Object	WPN_Arrow_A	Transform														WPN_Arrow_Charming_A								WPN_Arrow_Charming_A				
LOOT_Essence_Fire_A_WPN_Arrow_A		Arrows		Object	LOOT_Essence_Fire_A	Consume	Object	WPN_Arrow_A	Transform														WPN_Arrow_Fire_A								WPN_Arrow_Fire_A				
LOOT_Essence_Water_A_WPN_Arrow_A		Arrows		Object	LOOT_Essence_Water_A	Consume	Object	WPN_Arrow_A	Transform														WPN_Arrow_Freezing_A								WPN_Arrow_Freezing_A				
LOOT_Essence_Air_A_WPN_Arrow_A		Arrows		Object	LOOT_Essence_Air_A	Consume	Object	WPN_Arrow_A	Transform														WPN_Arrow_Stunning_A								WPN_Arrow_Stunning_A				
LOOT_Essence_Earth_A_WPN_Arrow_A		Arrows		Object	LOOT_Essence_Earth_A	Consume	Object	WPN_Arrow_A	Transform														WPN_Arrow_Poison_Cloud_A								WPN_Arrow_Poison_Cloud_A				
LOOT_Essence_Fire_Step2_A_WPN_Arrow_A		Arrows		Object	LOOT_Essence_Fire_Step2_A	Consume	Object	WPN_Arrow_A	Transform														WPN_Arrow_Fire_A								WPN_Arrow_Fire_A				
LOOT_Essence_Water_Step2_A_WPN_Arrow_A		Arrows		Object	LOOT_Essence_Water_Step2_A	Consume	Object	WPN_Arrow_A	Transform														WPN_Arrow_Freezing_A								WPN_Arrow_Freezing_A				
LOOT_Essence_Air_Step2_A_WPN_Arrow_A		Arrows		Object	LOOT_Essence_Air_Step2_A	Consume	Object	WPN_Arrow_A	Transform														WPN_Arrow_Stunning_A								WPN_Arrow_Stunning_A				
LOOT_Essence_Earth_Step2_A_WPN_Arrow_A		Arrows		Object	LOOT_Essence_Earth_Step2_A	Consume	Object	WPN_Arrow_A	Transform														WPN_Arrow_Poison_Cloud_A								WPN_Arrow_Poison_Cloud_A				
LOOT_Essence_Fire_Step3_A_WPN_Arrow_A		Arrows		Object	LOOT_Essence_Fire_Step3_A	Consume	Object	WPN_Arrow_A	Transform														WPN_Arrow_Fire_A								WPN_Arrow_Fire_A				
LOOT_Essence_Water_Step3_A_WPN_Arrow_A		Arrows		Object	LOOT_Essence_Water_Step3_A	Consume	Object	WPN_Arrow_A	Transform														WPN_Arrow_Freezing_A								WPN_Arrow_Freezing_A				
LOOT_Essence_Air_Step3_A_WPN_Arrow_A		Arrows		Object	LOOT_Essence_Air_Step3_A	Consume	Object	WPN_Arrow_A	Transform														WPN_Arrow_Stunning_A								WPN_Arrow_Stunning_A				
LOOT_Essence_Earth_Step3_A_WPN_Arrow_A		Arrows		Object	LOOT_Essence_Earth_Step3_A	Consume	Object	WPN_Arrow_A	Transform														WPN_Arrow_Poison_Cloud_A								WPN_Arrow_Poison_Cloud_A				
Oil_WPN_ArrowHead_Fire_A		Arrows		Property	Oil	None	Object	WPN_ArrowHead_Fire_A	Transform														WPN_ArrowHead_Explosive_A								WPN_ArrowHead_Explosive_A				
Water_WPN_ArrowHead_Fire_A		Arrows		Property	Water	None	Object	WPN_ArrowHead_Fire_A	Transform														WPN_ArrowHead_Steam_A								WPN_ArrowHead_Steam_A				
WaterWell_WPN_ArrowHead_Fire_A		Arrows	Well	Object	WPN_ArrowHead_Fire_A	Transform																	WPN_ArrowHead_Steam_A								WPN_ArrowHead_Steam_A				
LOOT_Source_Orb_WPN_ArrowHead_Water_A		Arrows		Object	LOOT_Source_Orb	Consume	Object	WPN_ArrowHead_Water_A	Transform														WPN_ArrowHead_BlessedWater_A								WPN_ArrowHead_BlessedWater_A				
LOOT_Source_Orb_WPN_ArrowHead_Fire_A		Arrows		Object	LOOT_Source_Orb	Consume	Object	WPN_ArrowHead_Fire_A	Transform														WPN_ArrowHead_CursedFire_A								WPN_ArrowHead_CursedFire_A				
LOOT_Source_Orb_WPN_Arrow_Water_A		Arrows		Object	LOOT_Source_Orb	Consume	Object	WPN_Arrow_Water_A	Transform														WPN_Arrow_BlessedWater_A								WPN_Arrow_BlessedWater_A				
LOOT_Source_Orb_WPN_Arrow_Fire_A		Arrows		Object	LOOT_Source_Orb	Consume	Object	WPN_Arrow_Fire_A	Transform														WPN_Arrow_CursedFire_A								WPN_Arrow_CursedFire_A				
ArrowShaft_WPN_ArrowHead_BlessedWater_A		Arrows		Category	ArrowShaft	Transform	Object	WPN_ArrowHead_BlessedWater_A	Consume														WPN_Arrow_BlessedWater_A								WPN_Arrow_BlessedWater_A				
ArrowShaft_WPN_ArrowHead_CursedFire_A		Arrows		Category	ArrowShaft	Transform	Object	WPN_ArrowHead_CursedFire_A	Consume														WPN_Arrow_CursedFire_A								WPN_Arrow_CursedFire_A				
ArrowShaft_WPN_ArrowHead_Fire_A		Arrows		Category	ArrowShaft	Transform	Object	WPN_ArrowHead_Fire_A	Consume														WPN_Arrow_Fire_A								WPN_Arrow_Fire_A				
ArrowShaft_WPN_ArrowHead_Water_A		Arrows		Category	ArrowShaft	Transform	Object	WPN_ArrowHead_Water_A	Consume														WPN_Arrow_Water_A								WPN_Arrow_Water_A				
ArrowShaft_WPN_ArrowHead_Antler_A		Arrows		Category	ArrowShaft	Transform	Object	WPN_ArrowHead_Antler_A	Consume														WPN_Arrow_KO_A								WPN_Arrow_KO_A				
ArrowShaft_WPN_ArrowHead_Poison_A		Arrows		Category	ArrowShaft	Transform	Object	WPN_ArrowHead_Poison_A	Consume														WPN_Arrow_Poison_A								WPN_Arrow_Poison_A				
ArrowShaft_WPN_ArrowHead_Poison_Cloud_A		Arrows		Category	ArrowShaft	Transform	Object	WPN_ArrowHead_Poison_Cloud_A	Consume														WPN_Arrow_Poison_Cloud_A								WPN_Arrow_Poison_Cloud_A				
ArrowShaft_WPN_ArrowHead_Explosive_A		Arrows		Category	ArrowShaft	Transform	Object	WPN_ArrowHead_Explosive_A	Consume														WPN_Arrow_Explosive_A								WPN_Arrow_Explosive_A				
ArrowShaft_WPN_ArrowHead_Steam_A		Arrows		Category	ArrowShaft	Transform	Object	WPN_ArrowHead_Steam_A	Consume														WPN_Arrow_Cloud_Steam_A								WPN_Arrow_Cloud_Steam_A				
ArrowShaft_WPN_ArrowHead_Charming_A		Arrows		Category	ArrowShaft	Transform	Object	WPN_ArrowHead_Charming_A	Consume														WPN_Arrow_Charming_A								WPN_Arrow_Charming_A				
ArrowShaft_WPN_ArrowHead_Static_Could_A		Arrows		Category	ArrowShaft	Transform	Object	WPN_ArrowHead_Static_Could_A	Consume														WPN_Arrow_Cloud_Static_A								WPN_Arrow_Cloud_Static_A				
ArrowShaft_WPN_ArrowHead_Freezing_A		Arrows		Category	ArrowShaft	Transform	Object	WPN_ArrowHead_Freezing_A	Consume														WPN_Arrow_Freezing_A								WPN_Arrow_Freezing_A				
ArrowShaft_WPN_ArrowHead_SlowDown_A		Arrows		Category	ArrowShaft	Transform	Object	WPN_ArrowHead_SlowDown_A	Consume														WPN_Arrow_SlowDown_A								WPN_Arrow_SlowDown_A				
ArrowShaft_WPN_ArrowHead_Smokescreen_A		Arrows		Category	ArrowShaft	Transform	Object	WPN_ArrowHead_Smokescreen_A	Consume														WPN_Arrow_SmokeScreen_A								WPN_Arrow_SmokeScreen_A				
ArrowShaft_WPN_ArrowHead_Stunning_A		Arrows		Category	ArrowShaft	Transform	Object	WPN_ArrowHead_Stunning_A	Consume														WPN_Arrow_Stunning_A								WPN_Arrow_Stunning_A				
BOOK_Paper_Sheet_A_LOOT_Essence_Fire_A_LOOT_Tooth_A		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Fire_A	Consume	Object	LOOT_Tooth_A	Consume											SCROLL_FlamingDaggers								SCROLL_FlamingDaggers				
BOOK_Paper_Sheet_A_LOOT_Essence_Fire_A_LOOT_Claw_A		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Fire_A	Consume	Object	LOOT_Claw_A	Consume											SCROLL_Haste								SCROLL_Haste				
BOOK_Paper_Sheet_A_LOOT_Essence_Fire_A_LOOT_Claw_A_Sharp		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Fire_A	Consume	Object	LOOT_Claw_A_Sharp	Consume											SCROLL_Fireball								SCROLL_Fireball				
BOOK_Paper_Sheet_A_LOOT_Essence_Fire_A_LOOT_Claw_Crab_A		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Fire_A	Consume	Object	LOOT_Claw_Crab_A	Consume											SCROLL_Target_BurnMyEyes								SCROLL_Target_BurnMyEyes				
BOOK_Paper_Sheet_A_LOOT_Essence_Fire_A_LOOT_Tusk_A		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Fire_A	Consume	Object	LOOT_Tusk_A	Consume											SCROLL_Shout_Ignition								SCROLL_Shout_Ignition				
BOOK_Paper_Sheet_A_LOOT_Essence_Fire_A_LOOT_Antler_A		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Fire_A	Consume	Object	LOOT_Antler_A	Consume											SCROLL_Haste								SCROLL_Haste				
BOOK_Paper_Sheet_A_LOOT_Essence_Fire_Step2_A_LOOT_Tooth_A		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Fire_Step2_A	Consume	Object	LOOT_Tooth_A	Consume											SCROLL_FlamingDaggers								SCROLL_FlamingDaggers				
BOOK_Paper_Sheet_A_LOOT_Essence_Fire_Step2_A_LOOT_Tooth_A_Sharp		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Fire_Step2_A	Consume	Object	LOOT_Tooth_A_Sharp	Consume											SCROLL_Shout_Supernova								SCROLL_Shout_Supernova				
BOOK_Paper_Sheet_A_LOOT_Essence_Fire_Step2_A_LOOT_Claw_A		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Fire_Step2_A	Consume	Object	LOOT_Claw_A	Consume											SCROLL_Haste								SCROLL_Haste				
BOOK_Paper_Sheet_A_LOOT_Essence_Fire_Step2_A_LOOT_Claw_A_Sharp		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Fire_Step2_A	Consume	Object	LOOT_Claw_A_Sharp	Consume											SCROLL_Fireball								SCROLL_Fireball				
BOOK_Paper_Sheet_A_LOOT_Essence_Fire_Step2_A_LOOT_Claw_Crab_A		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Fire_Step2_A	Consume	Object	LOOT_Claw_Crab_A	Consume											SCROLL_Target_BurnMyEyes								SCROLL_Target_BurnMyEyes				
BOOK_Paper_Sheet_A_LOOT_Essence_Fire_Step2_A_LOOT_Tusk_A		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Fire_Step2_A	Consume	Object	LOOT_Tusk_A	Consume											SCROLL_Shout_Ignition								SCROLL_Shout_Ignition				
BOOK_Paper_Sheet_A_LOOT_Essence_Fire_Step2_A_LOOT_Antler_A		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Fire_Step2_A	Consume	Object	LOOT_Antler_A	Consume											SCROLL_Haste								SCROLL_Haste				
BOOK_Paper_Sheet_A_LOOT_Essence_Fire_Step2_A_LOOT_Antler_A_Adult		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Fire_Step2_A	Consume	Object	LOOT_Antler_A_Adult	Consume											SCROLL_Shout_FlamingTongues								SCROLL_Shout_FlamingTongues				
BOOK_Paper_Sheet_A_LOOT_Essence_Fire_Step2_A_LOOT_VoidEggSpike_A		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Fire_Step2_A	Consume	Object	LOOT_VoidEggSpike_A	Consume											SCROLL_Target_FireWhip								SCROLL_Target_FireWhip				
BOOK_Paper_Sheet_A_LOOT_Essence_Fire_Step2_A_ITEM_Nails		Grimoire		Object	BOOK_Paper_Sheet_A	Transform	Object	LOOT_Essence_Fire_Step2_A	Consume	Object	ITEM_Nails	Consume											SCROLL_Zone_LaserRay								SCROLL_Zone_LaserRay				
