Name	Parent	ItemGroup	ModifierType	Act	Level	Slot	Requirements	Armor Defense Value	ArmorBoost	Magic Armor Value	MagicArmorBoost	Durability	DurabilityDegradeSpeed	Value	Weight	Movement	Initiative	Fire	Air	Water	Earth	Poison	Piercing	Physical	StrengthBoost	FinesseBoost	IntelligenceBoost	ConstitutionBoost	MemoryBoost	WitsBoost	SingleHanded	TwoHanded	Ranged	DualWielding	Perseverance	Leadership	PainReflection	WarriorLore	RangerLore	RogueLore	Sourcery	FireSpecialist	WaterSpecialist	AirSpecialist	EarthSpecialist	Necromancy	Polymorph	Summoning	Telekinesis	Sneaking	Thievery	Loremaster	Repair	Barter	Persuasion	Luck	SightBoost	HearingBoost	VitalityBoost	MagicPointsBoost	ChanceToHitBoost	APMaximum	APStart	APRecovery	AccuracyBoost	DodgeBoost	CriticalChance	Reflection	MaxSummons	Skills	Talents	Tags	ExtraProperties	Flags	Boosts	ComboCategory	InventoryTab	ArmorType	ItemColor	NeedsIdentification	Charges	MaxCharges	RuneSlots	RuneSlots_V1	ObjectCategory	MinAmount	MaxAmount	Priority	Unique	MinLevel	MaxLevel	Comment	
_Boost_Armor_Upperbody_Armour_Magical_Large	_BOOSTS_Armor									40				9																																																																															
_Boost_Armor_Upperbody_Armour_Magical_Medium	_BOOSTS_Armor									30				7																																																																															
_Boost_Armor_Upperbody_Armour_Physical	_BOOSTS_Armor							20						5																																																																															
_Boost_Armor_Upperbody_Armour_Physical_Large	_BOOSTS_Armor							40						9																																																																															
_Boost_Armor_Upperbody_Armour_Physical_Medium	_BOOSTS_Armor							30						7																																																																															
_Boost_Armor_Upperbody_Immunity_Burning_And_Warm	_BOOSTS_Armor													10																																																												BurnImmunity;WarmImmunity																			
_Boost_Armor_Upperbody_Immunity_Poisoned_And_Bleeding	_BOOSTS_Armor													10																																																												PoisonImmunity;BleedingImmunity																			
_Boost_Armor_Upperbody_Primary_Finesse	_BOOSTS_Armor													12												1																																																																			
_Boost_Armor_Upperbody_Primary_Finesse_Large	_BOOSTS_Armor													18												3																																																																			
_Boost_Armor_Upperbody_Primary_Finesse_Medium	_BOOSTS_Armor													14												2																																																																			
_Boost_Armor_Upperbody_Primary_Strength	_BOOSTS_Armor													12											1																																																																				
_Boost_Armor_Upperbody_Primary_Strength_Large	_BOOSTS_Armor													18											3																																																																				
_Boost_Armor_Upperbody_Primary_Strength_Medium	_BOOSTS_Armor													14											2																																																																				
_Boost_Armor_Upperbody_Primary_Intelligence	_BOOSTS_Armor													12													1																																																																		
_Boost_Armor_Upperbody_Primary_Intelligence_Large	_BOOSTS_Armor													18													3																																																																		
_Boost_Armor_Upperbody_Primary_Intelligence_Medium	_BOOSTS_Armor													14													2																																																																		
_Boost_Armor_Upperbody_Primary_Constitution	_BOOSTS_Armor													12														1																																																																	
_Boost_Armor_Upperbody_Primary_Constitution_Large	_BOOSTS_Armor													18														3																																																																	
_Boost_Armor_Upperbody_Primary_Constitution_Medium	_BOOSTS_Armor													14														2																																																																	
_Boost_Armor_Upperbody_Reflect_As_Air_Damage	_BOOSTS_Armor													12																																																						10::Air:melee																									
_Boost_Armor_Upperbody_Reflect_As_Fire_Damage	_BOOSTS_Armor													12																																																						10::Fire:melee																									
_Boost_Armor_Upperbody_Reflect_As_Water_Damage	_BOOSTS_Armor													12																																																						10::Water:melee																									
_Boost_Armor_Upperbody_Reflect_As_Earth_Damage	_BOOSTS_Armor													12																																																						10::Earth:melee																									
_Boost_Armor_Upperbody_Reflect_As_Air_Damage_Medium	_BOOSTS_Armor													15																																																						20::Air:melee																									
_Boost_Armor_Upperbody_Reflect_As_Fire_Damage_Medium	_BOOSTS_Armor													15																																																						20::Fire:melee																									
_Boost_Armor_Upperbody_Reflect_As_Water_Damage_Medium	_BOOSTS_Armor													15																																																						20::Water:melee																									
_Boost_Armor_Upperbody_Reflect_As_Earth_Damage_Medium	_BOOSTS_Armor													15																																																						20::Earth:melee																									
_Boost_Armor_Upperbody_Reflect_As_Air_Damage_High	_BOOSTS_Armor													18																																																						30::Air:melee																									
_Boost_Armor_Upperbody_Reflect_As_Fire_Damage_High	_BOOSTS_Armor													18																																																						30::Fire:melee																									
_Boost_Armor_Upperbody_Reflect_As_Water_Damage_High	_BOOSTS_Armor													18																																																						30::Water:melee																									
_Boost_Armor_Upperbody_Reflect_As_Earth_Damage_High	_BOOSTS_Armor													18																																																						30::Earth:melee																									
_Boost_Armor_Upperbody_Reflect_Burn	_BOOSTS_Armor													10																																																												BurnContact																			
_Boost_Armor_Upperbody_Reflect_Chill	_BOOSTS_Armor													10																																																												ChillContact																			
_Boost_Armor_Upperbody_Reflect_Poison	_BOOSTS_Armor													10																																																												PoisonContact																			
_Boost_Armor_Upperbody_Reflect_Freeze	_BOOSTS_Armor													15																																																												FreezeContact																			
_Boost_Armor_Upperbody_Reflect_Stun	_BOOSTS_Armor													15																																																												StunContact																			
_Boost_Armor_Upperbody_Resistance_Air	_BOOSTS_Armor													6					10																																																																										
_Boost_Armor_Upperbody_Resistance_Air_Large	_BOOSTS_Armor													10					15																																																																										
_Boost_Armor_Upperbody_Resistance_Air_Medium	_BOOSTS_Armor													8					12																																																																										
_Boost_Armor_Upperbody_Resistance_Earth	_BOOSTS_Armor													6							10																																																																								
_Boost_Armor_Upperbody_Resistance_Earth_Large	_BOOSTS_Armor													10							15																																																																								
_Boost_Armor_Upperbody_Resistance_Earth_Medium	_BOOSTS_Armor													8							12																																																																								
_Boost_Armor_Upperbody_Resistance_Fire	_BOOSTS_Armor													6				10																																																																											
_Boost_Armor_Upperbody_Resistance_Fire_Large	_BOOSTS_Armor													10				15																																																																											
_Boost_Armor_Upperbody_Resistance_Fire_Medium	_BOOSTS_Armor													8				12																																																																											
_Boost_Armor_Upperbody_Resistance_Poison	_BOOSTS_Armor													6								10																																																																							
_Boost_Armor_Upperbody_Resistance_Poison_Large	_BOOSTS_Armor													10								15																																																																							
_Boost_Armor_Upperbody_Resistance_Poison_Medium	_BOOSTS_Armor													8								12																																																																							
_Boost_Armor_Upperbody_Resistance_Water	_BOOSTS_Armor													6						10																																																																									
_Boost_Armor_Upperbody_Resistance_Water_Large	_BOOSTS_Armor													10						15																																																																									
_Boost_Armor_Upperbody_Resistance_Water_Medium	_BOOSTS_Armor													8						12																																																																									
_Boost_Armor_Upperbody_Secondary_MovementSpeed	_BOOSTS_Armor													5		50																																																																													
_Boost_Armor_Upperbody_Secondary_MovementSpeed_Large	_BOOSTS_Armor													7		100																																																																													
_Boost_Armor_Upperbody_Secondary_MovementSpeed_Medium	_BOOSTS_Armor													6		75																																																																													
_Boost_Armor_Upperbody_Secondary_Vitality	_BOOSTS_Armor													5																																													10																																		
_Boost_Armor_Upperbody_Secondary_Vitality_Large	_BOOSTS_Armor													7																																													20																																		
_Boost_Armor_Upperbody_Secondary_Vitality_Medium	_BOOSTS_Armor													6																																													15																																		
_Boost_Armor_Pants_Armour_Magical	_BOOSTS_Armor									20				5																																																																															
_Boost_Armor_Pants_Armour_Magical_Large	_BOOSTS_Armor									40				9																																																																															
_Boost_Armor_Pants_Armour_Magical_Medium	_BOOSTS_Armor									30				7																																																																															
_Boost_Armor_Pants_Armour_Physical	_BOOSTS_Armor							20						5																																																																															
_Boost_Armor_Pants_Armour_Physical_Large	_BOOSTS_Armor							40						9																																																																															
_Boost_Armor_Pants_Armour_Physical_Medium	_BOOSTS_Armor							30						7																																																																															
_Boost_Armor_Pants_Immunity_Frozen_And_Chilled	_BOOSTS_Armor													8																																																												FreezeImmunity;ChilledImmunity																			
_Boost_Armor_Pants_Immunity_KnockedDown_And_Crippled	_BOOSTS_Armor													8																																																												KnockdownImmunity;CrippledImmunity																			
_Boost_Armor_Pants_Primary_Constitution	_BOOSTS_Armor													12														1																																																																	
_Boost_Armor_Pants_Primary_Constitution_Large	_BOOSTS_Armor													18														3																																																																	
_Boost_Armor_Pants_Primary_Constitution_Medium	_BOOSTS_Armor													14														2																																																																	
_Boost_Armor_Pants_Primary_Wits	_BOOSTS_Armor													12																1																																																															
_Boost_Armor_Pants_Primary_Wits_Large	_BOOSTS_Armor													18																3																																																															
_Boost_Armor_Pants_Primary_Wits_Medium	_BOOSTS_Armor													14																2																																																															
_Boost_Armor_Pants_Resistance_Air	_BOOSTS_Armor													6					10																																																																										
_Boost_Armor_Pants_Resistance_Air_Large	_BOOSTS_Armor													10					15																																																																										
_Boost_Armor_Pants_Resistance_Air_Medium	_BOOSTS_Armor													8					12																																																																										
_Boost_Armor_Pants_Resistance_Earth	_BOOSTS_Armor													6							10																																																																								
_Boost_Armor_Pants_Resistance_Earth_Large	_BOOSTS_Armor													10							15																																																																								
_Boost_Armor_Pants_Resistance_Earth_Medium	_BOOSTS_Armor													8							12																																																																								
_Boost_Armor_Pants_Resistance_Fire	_BOOSTS_Armor													6				10																																																																											
_Boost_Armor_Pants_Resistance_Fire_Large	_BOOSTS_Armor													10				15																																																																											
_Boost_Armor_Pants_Resistance_Fire_Medium	_BOOSTS_Armor													8				12																																																																											
_Boost_Armor_Pants_Resistance_Poison	_BOOSTS_Armor													6								10																																																																							
_Boost_Armor_Pants_Resistance_Poison_Large	_BOOSTS_Armor													10								15																																																																							
_Boost_Armor_Pants_Resistance_Poison_Medium	_BOOSTS_Armor													8								12																																																																							
_Boost_Armor_Pants_Resistance_Water	_BOOSTS_Armor													6						10																																																																									
_Boost_Armor_Pants_Resistance_Water_Large	_BOOSTS_Armor													10						15																																																																									
_Boost_Armor_Pants_Resistance_Water_Medium	_BOOSTS_Armor													8						12																																																																									
_Boost_Armor_Pants_Secondary_Dodge	_BOOSTS_Armor													5																																																				3																											
_Boost_Armor_Pants_Secondary_Dodge_Large	_BOOSTS_Armor													7																																																				7																											
_Boost_Armor_Pants_Secondary_Dodge_Medium	_BOOSTS_Armor													6																																																				5																											
_Boost_Armor_Pants_Secondary_MovementSpeed	_BOOSTS_Armor													5		50																																																																													
_Boost_Armor_Pants_Secondary_MovementSpeed_Large	_BOOSTS_Armor													7		100																																																																													
_Boost_Armor_Pants_Secondary_MovementSpeed_Medium	_BOOSTS_Armor													6		75																																																																													
_Boost_Armor_Pants_Skill_BloodBubble	_BOOSTS_Armor													9																																																								Target_BloodBubble																							
_Boost_Armor_Pants_Skill_Fireblood	_BOOSTS_Armor													9																																																								Target_Fireblood																							
_Boost_Armor_Pants_Skill_FlamingTongues	_BOOSTS_Armor													9																																																								Shout_FlamingTongues																							
_Boost_Armor_Pants_Skill_FirstAid	_BOOSTS_Armor													9																																																								Target_FirstAid																							
_Boost_Armor_Pants_Skill_FlamingDaggers	_BOOSTS_Armor													10																																																								Projectile_FlamingDaggers																							
_Boost_Armor_Pants_Skill_Fortify	_BOOSTS_Armor													10																																																								Target_Fortify																							
_Boost_Armor_Pants_Skill_LightningBolt	_BOOSTS_Armor													11																																																								Projectile_LightningBolt																							
_Boost_Armor_Pants_Skill_PyroclasticRock	_BOOSTS_Armor													10																																																								Projectile_PyroclasticRock																							
_Boost_Armor_Pants_Skill_ShockingTouch	_BOOSTS_Armor													9																																																								Target_ShockingTouch																							
_Boost_Armor_Pants_Skill_Water	_BOOSTS_Armor													9																																																								Rain_Water																							
_Boost_Armor_Pants_Skill_WinterBlast	_BOOSTS_Armor													12																																																								Target_WinterBlast																							
_Boost_Armor_Pants_Secondary_Vitality	_BOOSTS_Armor													5																																													10																																		
_Boost_Armor_Pants_Secondary_Vitality_Large	_BOOSTS_Armor													7																																													20																																		
_Boost_Armor_Pants_Secondary_Vitality_Medium	_BOOSTS_Armor													6																																													15																																		
_Boost_Armor_Pants_Secondary_Initiative	_BOOSTS_Armor													5			2																																																																												
_Boost_Armor_Pants_Secondary_Initiative_Large	_BOOSTS_Armor													7			6																																																																												
_Boost_Armor_Pants_Secondary_Initiative_Medium	_BOOSTS_Armor													6			4																																																																												
_Boost_Armor_Gloves_Armour_Magical	_BOOSTS_Armor									20				5																																																																															
_Boost_Armor_Gloves_Armour_Magical_Large	_BOOSTS_Armor									40				9																																																																															
_Boost_Armor_Gloves_Armour_Magical_Medium	_BOOSTS_Armor									30				7																																																																															
_Boost_Armor_Gloves_Armour_Physical	_BOOSTS_Armor							20						5																																																																															
_Boost_Armor_Gloves_Armour_Physical_Large	_BOOSTS_Armor							40						9																																																																															
_Boost_Armor_Gloves_Armour_Physical_Medium	_BOOSTS_Armor							30						7																																																																															
_Boost_Armor_Gloves_Immunity_Slow_And_Sleeping	_BOOSTS_Armor													8																																																												SlowedImmunity;SleepingImmunity																			
_Boost_Armor_Gloves_Immunity_Stunned_And_Petrified	_BOOSTS_Armor													8																																																												StunImmunity;PetrifiedImmunity																			
_Boost_Armor_Gloves_Primary_Finesse	_BOOSTS_Armor													12												1																																																																			
_Boost_Armor_Gloves_Primary_Finesse_Large	_BOOSTS_Armor													18												3																																																																			
_Boost_Armor_Gloves_Primary_Finesse_Medium	_BOOSTS_Armor													14												2																																																																			
_Boost_Armor_Gloves_Primary_Strength	_BOOSTS_Armor													12											1																																																																				
_Boost_Armor_Gloves_Primary_Strength_Large	_BOOSTS_Armor													18											3																																																																				
_Boost_Armor_Gloves_Primary_Strength_Medium	_BOOSTS_Armor													14											2																																																																				
_Boost_Armor_Gloves_Primary_Wits	_BOOSTS_Armor													12																1																																																															
_Boost_Armor_Gloves_Primary_Wits_Large	_BOOSTS_Armor													18																3																																																															
_Boost_Armor_Gloves_Primary_Wits_Medium	_BOOSTS_Armor													14																2																																																															
_Boost_Armor_Gloves_Skill_BloodBubble	_BOOSTS_Armor													9																																																								Target_BloodBubble																							
_Boost_Armor_Gloves_Skill_Fireblood	_BOOSTS_Armor													9																																																								Target_Fireblood																							
_Boost_Armor_Gloves_Skill_FlamingTongues	_BOOSTS_Armor													9																																																								Shout_FlamingTongues																							
_Boost_Armor_Gloves_Skill_FlamingDaggers	_BOOSTS_Armor													10																																																								Projectile_FlamingDaggers																							
_Boost_Armor_Gloves_Skill_LightningBolt	_BOOSTS_Armor													11																																																								Projectile_LightningBolt																							
_Boost_Armor_Gloves_Skill_PyroclasticRock	_BOOSTS_Armor													10																																																								Projectile_PyroclasticRock																							
_Boost_Armor_Gloves_Skill_Water	_BOOSTS_Armor													9																																																								Rain_Water																							
_Boost_Armor_Gloves_Skill_WinterBlast	_BOOSTS_Armor													12																																																								Target_WinterBlast																							
_Boost_Armor_Gloves_Skill_ShockingTouch	_BOOSTS_Armor													9																																																								Target_ShockingTouch																							
_Boost_Armor_Gloves_Skill_Restoration	_BOOSTS_Armor																																																																					Target_Restoration																							
_Boost_Armor_Gloves_Skill_Fortify	_BOOSTS_Armor													11																																																								Target_Fortify																							
_Boost_Armor_Gloves_Skill_FrostyShell	_BOOSTS_Armor																																																																					Target_FrostyShell																							
_Boost_Armor_Gloves_Skill_FirstAid	_BOOSTS_Armor																																																																					Target_FirstAid																							
_Boost_Armor_Gloves_Resistance_Air	_BOOSTS_Armor													6					10																																																																										
_Boost_Armor_Gloves_Resistance_Air_Large	_BOOSTS_Armor													10					15																																																																										
_Boost_Armor_Gloves_Resistance_Air_Medium	_BOOSTS_Armor													8					12																																																																										
_Boost_Armor_Gloves_Resistance_Earth	_BOOSTS_Armor													60							10																																																																								
_Boost_Armor_Gloves_Resistance_Earth_Large	_BOOSTS_Armor													10							15																																																																								
_Boost_Armor_Gloves_Resistance_Earth_Medium	_BOOSTS_Armor													8							12																																																																								
_Boost_Armor_Gloves_Resistance_Fire	_BOOSTS_Armor													6				10																																																																											
_Boost_Armor_Gloves_Resistance_Fire_Large	_BOOSTS_Armor													10				15																																																																											
_Boost_Armor_Gloves_Resistance_Fire_Medium	_BOOSTS_Armor													8				12																																																																											
_Boost_Armor_Gloves_Resistance_Poison	_BOOSTS_Armor													6								10																																																																							
_Boost_Armor_Gloves_Resistance_Poison_Large	_BOOSTS_Armor													10								15																																																																							
_Boost_Armor_Gloves_Resistance_Poison_Medium	_BOOSTS_Armor													8								12																																																																							
_Boost_Armor_Gloves_Resistance_Water	_BOOSTS_Armor													6						10																																																																									
_Boost_Armor_Gloves_Resistance_Water_Large	_BOOSTS_Armor													10						15																																																																									
_Boost_Armor_Gloves_Resistance_Water_Medium	_BOOSTS_Armor													8						12																																																																									
_Boost_Armor_Gloves_Secondary_Initiative	_BOOSTS_Armor													5			2																																																																												
_Boost_Armor_Gloves_Secondary_Vitality	_BOOSTS_Armor													5																																													10																																		
_Boost_Armor_Amulet_Resistance_Air	_BOOSTS_Armor													6					10																																																																										
_Boost_Armor_Amulet_Resistance_Air_Large	_BOOSTS_Armor													10					15																																																																										
_Boost_Armor_Amulet_Resistance_Air_Medium	_BOOSTS_Armor													8					12																																																																										
_Boost_Armor_Amulet_Resistance_Earth	_BOOSTS_Armor													6							10																																																																								
_Boost_Armor_Amulet_Resistance_Earth_Large	_BOOSTS_Armor													10							15																																																																								
_Boost_Armor_Amulet_Resistance_Earth_Medium	_BOOSTS_Armor													8							12																																																																								
_Boost_Armor_Amulet_Resistance_Fire	_BOOSTS_Armor													6				10																																																																											
_Boost_Armor_Amulet_Resistance_Fire_Large	_BOOSTS_Armor													10				15																																																																											
_Boost_Armor_Amulet_Resistance_Fire_Medium	_BOOSTS_Armor													8				12																																																																											
_Boost_Armor_Amulet_Resistance_Poison	_BOOSTS_Armor													6								10																																																																							
_Boost_Armor_Amulet_Resistance_Poison_Large	_BOOSTS_Armor													10								15																																																																							
_Boost_Armor_Amulet_Resistance_Poison_Medium	_BOOSTS_Armor													8								12																																																																							
_Boost_Armor_Amulet_Resistance_Water	_BOOSTS_Armor													6						10																																																																									
_Boost_Armor_Amulet_Resistance_Water_Large	_BOOSTS_Armor													10						15																																																																									
_Boost_Armor_Amulet_Resistance_Water_Medium	_BOOSTS_Armor													8						12																																																																									
_Boost_Armor_Amulet_Reflect_As_Piercing_Damage	_BOOSTS_Armor													12																																																						10::None:melee																									
_Boost_Armor_Amulet_Reflect_As_Piercing_Damage_Medium	_BOOSTS_Armor													15																																																						20::None:melee																									
_Boost_Armor_Amulet_Reflect_As_Piercing_Damage_High	_BOOSTS_Armor													18																																																						30::None:melee																									
_Boost_Armor_Amulet_Secondary_MovementSpeed	_BOOSTS_Armor													5		50																																																																													
_Boost_Armor_Amulet_Secondary_MovementSpeed_Large	_BOOSTS_Armor													7		100																																																																													
_Boost_Armor_Amulet_Secondary_MovementSpeed_Medium	_BOOSTS_Armor													6		75																																																																													
_Boost_Armor_Boots_Armour_Magical	_BOOSTS_Armor									20				5																																																																															
_Boost_Armor_Boots_Armour_Magical_Large	_BOOSTS_Armor									40				9																																																																															
_Boost_Armor_Boots_Armour_Magical_Medium	_BOOSTS_Armor									30				7																																																																															
_Boost_Armor_Boots_Armour_Physical	_BOOSTS_Armor							20						5																																																																															
_Boost_Armor_Boots_Armour_Physical_Large	_BOOSTS_Armor							40						9																																																																															
_Boost_Armor_Boots_Armour_Physical_Medium	_BOOSTS_Armor							30						7																																																																															
_Boost_Armor_Boots_Primary_Finesse	_BOOSTS_Armor													12												1																																																																			
_Boost_Armor_Boots_Primary_Finesse_Large	_BOOSTS_Armor													18												3																																																																			
_Boost_Armor_Boots_Primary_Finesse_Medium	_BOOSTS_Armor													14												2																																																																			
_Boost_Armor_Boots_Primary_Intelligence	_BOOSTS_Armor													12													1																																																																		
_Boost_Armor_Boots_Primary_Intelligence_Large	_BOOSTS_Armor													18													3																																																																		
_Boost_Armor_Boots_Primary_Intelligence_Medium	_BOOSTS_Armor													14													2																																																																		
_Boost_Armor_Boots_Primary_Wits	_BOOSTS_Armor													12																1																																																															
_Boost_Armor_Boots_Primary_Wits_Large	_BOOSTS_Armor													18																3																																																															
_Boost_Armor_Boots_Primary_Wits_Medium	_BOOSTS_Armor													14																2																																																															
_Boost_Armor_Boots_Secondary_Dodge	_BOOSTS_Armor													5																																																				3																											
_Boost_Armor_Boots_Secondary_Dodge_Large	_BOOSTS_Armor													7																																																				7																											
_Boost_Armor_Boots_Secondary_Dodge_Medium	_BOOSTS_Armor													6																																																				5																											
_Boost_Armor_Boots_Secondary_Initiative	_BOOSTS_Armor													5			2																																																																												
_Boost_Armor_Boots_Secondary_Initiative_Large	_BOOSTS_Armor													7			6																																																																												
_Boost_Armor_Boots_Secondary_Initiative_Medium	_BOOSTS_Armor													6			4																																																																												
_Boost_Armor_Boots_Secondary_MovementSpeed	_BOOSTS_Armor													5		50																																																																													
_Boost_Armor_Boots_Secondary_MovementSpeed_Large	_BOOSTS_Armor													7		100																																																																													
_Boost_Armor_Boots_Secondary_MovementSpeed_Medium	_BOOSTS_Armor													6		75																																																																													
_Boost_Armor_Boots_Skill_BloodBubble	_BOOSTS_Armor													9																																																								Target_BloodBubble																							
_Boost_Armor_Boots_Skill_BatteringRam	_BOOSTS_Armor													10																																																								Rush_BatteringRam																							
_Boost_Armor_Boots_Skill_EvasiveManeuver	_BOOSTS_Armor													11																																																								Target_EvasiveManeuver																							
_Boost_Armor_Boots_Skill_FavourableWind	_BOOSTS_Armor													12																																																								Shout_FavourableWind																							
_Boost_Armor_Boots_Skill_Haste	_BOOSTS_Armor													13																																																								Target_Haste																							
_Boost_Armor_Boots_Skill_Fireblood	_BOOSTS_Armor													9																																																								Target_Fireblood																							
_Boost_Armor_Boots_Skill_FlamingTongues	_BOOSTS_Armor													9																																																								Shout_FlamingTongues																							
_Boost_Armor_Boots_Skill_FlamingDaggers	_BOOSTS_Armor													10																																																								Projectile_FlamingDaggers																							
_Boost_Armor_Boots_Skill_Fortify	_BOOSTS_Armor													10																																																								Target_Fortify																							
_Boost_Armor_Boots_Skill_LightningBolt	_BOOSTS_Armor													11																																																								Projectile_LightningBolt																							
_Boost_Armor_Boots_Skill_PyroclasticRock	_BOOSTS_Armor													9																																																								Projectile_PyroclasticRock																							
_Boost_Armor_Boots_Skill_ShockingTouch	_BOOSTS_Armor													9																																																								Target_ShockingTouch																							
_Boost_Armor_Boots_Skill_Water	_BOOSTS_Armor													9																																																								Rain_Water																							
_Boost_Armor_Boots_Skill_WinterBlast	_BOOSTS_Armor													12																																																								Target_WinterBlast																							
_Boost_Armor_Boots_Secondary_Vitality	_BOOSTS_Armor													5																																													10																																		
_Boost_Armor_Boots_Secondary_Vitality_Large	_BOOSTS_Armor													7																																													20																																		
_Boost_Armor_Boots_Secondary_Vitality_Medium	_BOOSTS_Armor													6																																													15																																		
_Boost_Armor_Boots_Resistance_Air	_BOOSTS_Armor													6					10																																																																										
_Boost_Armor_Boots_Resistance_Air_Large	_BOOSTS_Armor													10					15																																																																										
_Boost_Armor_Boots_Resistance_Air_Medium	_BOOSTS_Armor													8					12																																																																										
_Boost_Armor_Boots_Resistance_Earth	_BOOSTS_Armor													60							10																																																																								
_Boost_Armor_Boots_Resistance_Earth_Large	_BOOSTS_Armor													10							15																																																																								
_Boost_Armor_Boots_Resistance_Earth_Medium	_BOOSTS_Armor													8							12																																																																								
_Boost_Armor_Boots_Resistance_Fire	_BOOSTS_Armor													6				10																																																																											
_Boost_Armor_Boots_Resistance_Fire_Large	_BOOSTS_Armor													10				15																																																																											
_Boost_Armor_Boots_Resistance_Fire_Medium	_BOOSTS_Armor													8				12																																																																											
_Boost_Armor_Boots_Resistance_Poison	_BOOSTS_Armor													6								10																																																																							
_Boost_Armor_Boots_Resistance_Poison_Large	_BOOSTS_Armor													10								15																																																																							
_Boost_Armor_Boots_Resistance_Poison_Medium	_BOOSTS_Armor													8								12																																																																							
_Boost_Armor_Boots_Resistance_Water	_BOOSTS_Armor													6						10																																																																									
_Boost_Armor_Boots_Resistance_Water_Large	_BOOSTS_Armor													10						15																																																																									
_Boost_Armor_Boots_Resistance_Water_Medium	_BOOSTS_Armor													8						12																																																																									
_Boost_Armor_Amulet_Primary_Strength	_BOOSTS_Armor													12											1																																																																				
_Boost_Armor_Amulet_Primary_Strength_Large	_BOOSTS_Armor													18											3																																																																				
_Boost_Armor_Amulet_Primary_Strength_Medium	_BOOSTS_Armor													14											2																																																																				
_Boost_Armor_Amulet_Primary_Finesse	_BOOSTS_Armor													12												1																																																																			
_Boost_Armor_Amulet_Primary_Finesse_Large	_BOOSTS_Armor													18												3																																																																			
_Boost_Armor_Amulet_Primary_Finesse_Medium	_BOOSTS_Armor													14												2																																																																			
_Boost_Armor_Amulet_Primary_Constitution	_BOOSTS_Armor													12														1																																																																	
_Boost_Armor_Amulet_Primary_Constitution_Large	_BOOSTS_Armor													18														3																																																																	
_Boost_Armor_Amulet_Primary_Constitution_Medium	_BOOSTS_Armor													14														2																																																																	
_Boost_Armor_Amulet_Primary_Intelligence	_BOOSTS_Armor													12													1																																																																		
_Boost_Armor_Amulet_Primary_Intelligence_Large	_BOOSTS_Armor													18													3																																																																		
_Boost_Armor_Amulet_Primary_Intelligence_Medium	_BOOSTS_Armor													14													2																																																																		
_Boost_Armor_Amulet_Primary_Memory	_BOOSTS_Armor													12															1																																																																
_Boost_Armor_Amulet_Primary_Memory_Large	_BOOSTS_Armor													18															3																																																																
_Boost_Armor_Amulet_Primary_Memory_Medium	_BOOSTS_Armor													14															2																																																																
_Boost_Armor_Amulet_Primary_Wits	_BOOSTS_Armor													12																1																																																															
_Boost_Armor_Amulet_Primary_Wits_Large	_BOOSTS_Armor													18																3																																																															
_Boost_Armor_Amulet_Primary_Wits_Medium	_BOOSTS_Armor													14																2																																																															
_Boost_Armor_Amulet_Skill_Bless	_BOOSTS_Armor													20																																																								Target_Bless																							
_Boost_Armor_Amulet_Skill_Curse	_BOOSTS_Armor													20																																																								Target_Curse																							
_Boost_Armor_Amulet_Special_APRecovery	_BOOSTS_Armor													20																																																		1																													
_Boost_Armor_Ring_Primary_Constitution	_BOOSTS_Armor													12														1																																																																	
_Boost_Armor_Ring_Primary_Constitution_Large	_BOOSTS_Armor													18														3																																																																	
_Boost_Armor_Ring_Primary_Constitution_Medium	_BOOSTS_Armor													14														2																																																																	
_Boost_Armor_Ring_Primary_Intelligence	_BOOSTS_Armor													12													1																																																																		
_Boost_Armor_Ring_Primary_Intelligence_Large	_BOOSTS_Armor													18													3																																																																		
_Boost_Armor_Ring_Primary_Intelligence_Medium	_BOOSTS_Armor													14													2																																																																		
_Boost_Armor_Ring_Primary_Memory	_BOOSTS_Armor													12															1																																																																
_Boost_Armor_Ring_Primary_Memory_Large	_BOOSTS_Armor													18															3																																																																
_Boost_Armor_Ring_Primary_Memory_Medium	_BOOSTS_Armor													14															2																																																																
_Boost_Armor_Ring_Primary_Wits	_BOOSTS_Armor													12																1																																																															
_Boost_Armor_Ring_Primary_Wits_Large	_BOOSTS_Armor													18																3																																																															
_Boost_Armor_Ring_Primary_Wits_Medium	_BOOSTS_Armor													14																2																																																															
_Boost_Armor_Ring_Skill_Bless	_BOOSTS_Armor													20																																																								Target_Bless																							
_Boost_Armor_Ring_Skill_Curse	_BOOSTS_Armor													20																																																								Target_Curse																							
_Boost_Armor_Ring_Reflect_As_Physical_Damage	_BOOSTS_Armor													10																																																						10::Crushing:melee																									
_Boost_Armor_Ring_Reflect_As_Physical_Damage_Medium	_BOOSTS_Armor													12																																																						20::Crushing:melee																									
_Boost_Armor_Ring_Reflect_As_Physical_Damage_High	_BOOSTS_Armor													15																																																						30::Crushing:melee																									
_Boost_Armor_Ring_Resistance_Air	_BOOSTS_Armor													6					5																																																																										
_Boost_Armor_Ring_Resistance_Air_Large	_BOOSTS_Armor													10					15																																																																										
_Boost_Armor_Ring_Resistance_Air_Medium	_BOOSTS_Armor													8					12																																																																										
_Boost_Armor_Ring_Resistance_Earth	_BOOSTS_Armor													60							5																																																																								
_Boost_Armor_Ring_Resistance_Earth_Large	_BOOSTS_Armor													10							15																																																																								
_Boost_Armor_Ring_Resistance_Earth_Medium	_BOOSTS_Armor													8							12																																																																								
