Name	Parent	RootTemplate	Act	Level	Act strength	StackId	ComboCategory	AuraRadius	AuraSelf	AuraAllies	AuraNeutrals	AuraEnemies	AuraItems	AuraFX	Weight	Value	Strength	Finesse	Intelligence	Constitution	Memory	Wits	SingleHanded	TwoHanded	Ranged	DualWielding	PhysicalArmorMastery	MagicArmorMastery	VitalityMastery	PainReflection	WarriorLore	RangerLore	RogueLore	Sourcery	Telekinesis	FireSpecialist	WaterSpecialist	AirSpecialist	EarthSpecialist	Necromancy	Polymorph	Summoning	Sneaking	Thievery	Loremaster	Repair	Barter	Persuasion	Leadership	Luck	FireResistance	EarthResistance	WaterResistance	AirResistance	PoisonResistance	PiercingResistance	PhysicalResistance	Sight	Hearing	Initiative	Movement	MovementSpeedBoost	Vitality	VitalityBoost	VitalityPercentage	ChanceToHitBoost	AccuracyBoost	DodgeBoost	DamageBoost	RangeBoost	APCostBoost	SPCostBoost	APMaximum	APStart	APRecovery	CriticalChance	Gain	Armor	ArmorBoost	MagicArmor	MagicArmorBoost	Duration	UseAPCost	Reflection	LifeSteal	Damage	Damage Multiplier	Damage Range	DamageType	ActionPoints	MagicPoints	BloodSurfaceType	MaxSummons	AddToBottomBar	ExtraProperties	BoostConditions	Flags	BonusWeapon	StatusEffect	StatusIcon	StatusMaterial	SavingThrow	InventoryTab	UnknownBeforeConsume	IsConsumable	IsFood	SummonLifelinkModifier	IgnoredByAI	AiCalculationStatsOverride	RuneLevel	RuneEffectWeapon	RuneEffectUpperbody	RuneEffectAmulet	ObjectCategory	MinAmount	MaxAmount	Priority	Unique	MinLevel	MaxLevel	Comment	
POTION_Permanent_Perception_Potion	Potion	cbc19c6e-424c-4569-8dd7-a314eb3531c3		13												4000						1																																																												-1																																	1							
CON_Potion_Fire_Res_A	Potion	e78b642c-0216-4df4-b691-a41ff4747b6a		1		FireRes										30																																			15																															3																																								
CON_Potion_Fire_Res_Medium_A	Potion	4d1b8510-ff14-4cb5-9ac4-c4fccd969c34		5		FireRes										45																																			50																															3																																ResPotionEarly	1	1	3		5			
CON_Potion_Fire_Res_Large_A	Potion	d263d45a-e402-4227-a181-aa1bdab8fd23		13		FireRes										150																																			75																															2																																ResPotionLate	1	1	1		13			
CON_Potion_Water_Res_A	Potion	a4d83421-ff3e-425d-8c54-028ca19dc94e		1		WaterRes										30																																					15																													3																																								
CON_Potion_Water_Res_Medium_A	Potion	32e16523-234a-448f-b1fe-ed77b791efa9		5		WaterRes										45																																					50																													3																																ResPotionEarly	1	1	3		5			
CON_Potion_Water_Res_Large_A	Potion	01a0934d-bcbb-4da2-83fe-d9c9724ecc04		13		WaterRes										150																																					75																													2																																ResPotionLate	1	1	1		13			
CON_Potion_Air_Res_A	Potion	e33a0766-9d90-4c30-b13b-f6bd30cd7c45		1		AirRes	AirResistancePotion									30																																						15																												3																																								
CON_Potion_Air_Res_Medium_A	Potion	d6b3c36b-ca0b-4707-921f-418e5da85c55		5		AirRes	AirResistancePotion									45																																						50																												3																																ResPotionEarly	1	1	3		5			
CON_Potion_Air_Res_Large_A	Potion	43b29805-9e73-48ef-97c9-ab1b4bad4007		13		AirRes	AirResistancePotion									150																																						75																												2																																ResPotionLate	1	1	1		13			
CON_Potion_Poison_Res_A	Potion	a2a70894-c4fb-4ffc-858d-eb1ed97968a9		1		PoisonRes										30																																							15																											3																																								
CON_Potion_Poison_Res_Medium_A	Potion	f1c2a444-d462-4c8b-8182-47b4c7d31c7a		5		PoisonRes										45																																							50																											3																																ResPotionEarly	1	1	3		5			
CON_Potion_Poison_Res_Large_A	Potion	bb1893a2-f5e7-48ee-872f-d5a045d37267		13		PoisonRes										150																																							75																											2																																ResPotionLate	1	1	1		13			
CON_Potion_Earth_Res_A	Potion	40587b4c-105a-412f-9eae-293c7e2dc249		1		EarthRes										30																																				15																														3																																								
CON_Potion_Earth_Res_Medium_A	Potion	610e8d32-e9b9-4ed6-8d26-4ac41ac0b917		5		EarthRes										45																																				50																														3																																ResPotionEarly	1	1	3		5			
CON_Potion_Earth_Res_Large_A	Potion	759a3709-ff70-4df4-b66e-b8ae2c1111a6		13		EarthRes										150																																				75																														2																																ResPotionLate	1	1	1		13			
POTION_Minor_ResistAll_Potion	Potion	f71dfdf9-fbcc-45d9-bdcd-f0ead513263a		9		ResAll										200																																			15	15	15	15	15																											3																																								
POTION_Medium_ResistAll_Potion	Potion	75082143-814d-45d5-b22d-d5b8f10a18af		13		ResAll										375																																			50	50	50	50	50																											3																																ResPotionLate	1	1	3		13			
POTION_Large_ResistAll_Potion	Potion	f9e57ead-7ed9-49f5-b422-8973f6c7007e		16		ResAll										650																																			75	75	75	75	75																											2																																ResPotionEnd	1	1	1		16			
CON_Potion_Air_Res_Huge_A	Potion	b6f0d6eb-27f2-4cad-a84b-0e85a061cb6b		18		AirRes	AirResistancePotion									450																																						90																												2																																ResPotionEnd	1	1	1		18			
CON_Potion_Poison_Res_Huge_A	Potion	3d558b56-da36-43f8-8b02-30a89eb571d4		18		PoisonRes										450																																							90																											2																																ResPotionEnd	1	1	1		18			
CON_Potion_Earth_Res_Huge_A	Potion	58e01cac-2a8d-4ce5-95a3-0c0506fbdabb		18		EarthRes										450																																				90																														2																																ResPotionEnd	1	1	1		18			
CON_Potion_Water_Res_Huge_A	Potion	463aab76-47f8-447b-9a70-f3f93bf103de		18		WaterRes										450																																					90																													2																																ResPotionEnd	1	1	1		18			
CON_Potion_Fire_Res_Huge_A	Potion	a1c3ba14-0a3f-4a41-9209-fd2736fcba91		18		FireRes										450																																			90																															2																																ResPotionEnd	1	1	1		18			
CON_Potion_Invisible_A	Potion	57a03d74-32d6-4bc9-b143-8c89ae7c0f1b		5		Invisible										200																																																																		0													INVISIBLE,100,5				RS3_FX_GP_Status_InvisibilityPotion_01																1	1	1		1	6		
CON_Potion_Invisible_Medium_A	Potion	45ef8df9-8d35-4c11-91b8-d6f9df969069		9		Invisible										350																																																																		0													INVISIBLE,100,10				RS3_FX_GP_Status_InvisibilityPotion_01															VariousPotion	1	1	1		9			
CON_Potion_Invisible_Large_A	Potion	9ebdf6df-ecb5-4474-aa17-208a7e0bca57		16		Invisible										1000																																																																		0													INVISIBLE,100,15				RS3_FX_GP_Status_InvisibilityPotion_01																1	1	1		16			
CON_Potion_Stoneskin	Potion	e4065b38-5ace-43dd-adc1-378d606854a6		9		Stoneskin										400																																														-50																100				2															BurnImmunity;PoisonImmunity;PetrifiedImmunity;BleedingImmunity;StunImmunity;ShockedImmunity		RS3_FX_GP_Status_BarkSkin_01															VariousPotion	1	1	1		9			
CON_Potion_NimbleTumble	Potion	baeb364a-220a-494b-9b95-01af95e72a3c		9		NimbleTumble										350																																																				50														2																																VariousPotion	1	1	1		9			
CON_Potion_Will	Potion	98785868-afb7-4845-a7c3-f550b08110a6		9		Will										300																																																																		4															CharmImmunity;FearImmunity;MuteImmunity;BlindImmunity;CursedImmunity;TauntedImmunity;SleepingImmunity																	VariousPotion	1	1	1		9			
CON_Potion_ElectricSkin	Potion	6a869a4c-1cf8-49b0-b8d7-f87c19a6abae		13		ElectricSkin										600																																																																		3		20::Air:melee													StunContact																	VariousPotion	1	1	1		13			
CON_Potion_Telekinesis_A	Potion	c09addb1-846c-413a-86f7-456f138f56d6		1		Telekinesis										35																			1																																															10																																VariousPotion	1	1	1		1			
CON_Potion_Telekinesis_Medium_A	Potion	7ebf3b17-e227-4dfd-888a-8adbdecbe0a7		9		Telekinesis										100																			2																																															10																																	1	1	1		9			
CON_Potion_Telekinesis_Large_A	Potion	f2a682f8-401d-4937-8c59-3c6124ec5eaa		13		Telekinesis										180																			3																																															10																																	1	1	1		13			
CON_Potion_Debuf_Strength_A	Potion	7c2e0671-a79a-4c91-b330-88a346ec747f		3		STRDebuff										20	-2																																																																	3																																								
CON_Potion_Debuf_Dexterity_A	Potion	9f891af7-bfc6-43a8-a440-658b6c8c7fc3		3		DEXDebuff										20		-2																																																																3																																								
CON_Potion_Debuf_Intelligence_A	Potion	75b871cc-1fef-4519-83a7-2592ce520491		3		INTDebuff										20			-2																																																															3																																								
CON_Potion_Debuf_Constitution_A	Potion	18878445-98cd-429e-8eb3-cbad1fb719bc		3		CONDebuff										20				-2																																																														3																																								
CON_Potion_Debuf_Speed_A	Potion	960fb2b8-5c5a-409c-818f-ce5392d2e4c2		3		SPDDebuff										20																																																																		3																																								
CON_Potion_Debuf_Perception_A	Potion	f0dfd9f2-aa8e-4c2e-b766-4bd294d94f54		3		PERDebuff										20						-2																																																												3																																								
CON_Potion_Debuf_All_A	Potion	58454604-6093-468a-9d4f-64f73fbb1b17		3												21	-1	-1	-1	-1		-1																																																												3																																								
GLO_SentinelOff	Potion			20																																																						-1000																								-1																																								
GLO_SentinelOn	Potion			20																																																						1000																								-1																																								
Arena_Initiative_1	Potion																																																											10000																						99999999																																								
Arena_Initiative_2	Potion																																																											9000																						99999999																																								
Arena_Initiative_3	Potion																																																											8000																						99999999																																								
Arena_Initiative_4	Potion																																																											7000																						99999999																																								
Arena_Initiative_5	Potion																																																											6000																						99999999																																								
Arena_Initiative_6	Potion																																																											5000																						99999999																																								
Arena_Initiative_7	Potion																																																											4000																						99999999																																								
Arena_Initiative_8	Potion																																																											3000																						99999999																																								
GLO_DrunkScript	Potion			3		SKILLBOOST_BeerMug																																																																												10													DRUNK,100,10																											
Quest_BlackRoseElixir	Potion	8c89072f-820b-46cb-83af-757b3d469c93		5												400	1	1	1	1	1	1																																																												-1																										Yes														
LOOT_Source_Orb	Potion	106a7107-cf36-4331-b5b5-6de71969f370		13												1400																																																																		0									1												Magical							5	_Boost_Weapon_Rune_LOOT_Source_Orb	_Boost_Armor_Upperbody_Rune_LOOT_Source_Orb	_Boost_Armor_Amulet_Rune_LOOT_Source_Orb	Rune	1	1	2		13			
_ComboPotions																																																																																		3	1																				Consumable	Yes	Yes	Yes																
CON_Herb_Mushroom_A	_ComboPotions	0106e3c1-bd81-4118-8a28-59c6dc941feb		1	1	Food	Food,Mushrooms								10	30																																																	10																																						Ingredient											IngredientEarly	1	1	5		1			
CON_Herb_Mushroom_C	_ComboPotions	22dd3ff8-77b6-4243-be9f-f55f6f531707		1	1	Food	Food,Mushrooms								10	20																																																																															POISONED,100,1								Ingredient											IngredientEarly	1	1	4		1			
CON_Herb_Whisperwood_A	_ComboPotions	c094168e-99af-4b25-b704-7416f9e13f5f		1		Food	Food								10	12																																																																5		2																					Ingredient											IngredientEarly	1	1	4		1			
CON_Nature_Mushroom_Amadouvier_A	_ComboPotions	aa84c73b-6183-4617-9de7-79ffc2960b70		1		Food	Food,Mushrooms								10	9																																																														5				2																					Ingredient											IngredientEarly	1	1	4		1			
CON_Herb_Mushroom_B	_ComboPotions	7799d246-2e1c-4a65-96c5-3e576b8d2c30		5	1	Food	Food,Mushrooms								10	90																																					5																																																		Ingredient											IngredientSwamps	1	1	2		4			
CON_Herb_Mushroom_Jellyfish_A	_ComboPotions	b806b687-262d-4894-b615-9d7acdfa23cf		5		Food	Food,Mushrooms								10	90																																						5																																																	Ingredient											IngredientSwamps	1	1	2		4			
CON_Herb_Mushroom_D	_ComboPotions	4b6aab13-b131-4b9d-bffd-201518cf9fdd		5	1	Food	Food,Mushrooms								10	90																																				5																																																			Ingredient											IngredientSwamps	1	1	2		4			
CON_Herb_Mushroom_E	_ComboPotions	1a37e2e4-569a-40b1-b657-2c5677521379		5	1	Food	Food,Mushrooms								10	90																																			5																																																				Ingredient											IngredientSwamps	1	1	2		4			
CON_Herb_Augmentor_A	_ComboPotions	8d6649d0-4cfa-45ad-b72c-9d69adecbfad		9		Food	Food,Augmentor								20	30	1																																																																	2																					Ingredient											IngredientMid	1	1	2		8			
CON_Herb_Augmentor_Step2_A	_ComboPotions	22be3364-04a7-4e50-aaca-32159a47a18a		13		Food	Food,Augmentor								20	50	2																																																																	3																					Ingredient											IngredientLate	1	1	2		12			
CON_Herb_Augmentor_Step3_A	_ComboPotions	93ab07aa-4cf0-41e0-9f57-2f1d2dc284c1		16		Food	Food,Augmentor								20	90	3																																																																	4																					Ingredient											IngredientEnd	1	1	2		16			
CON_Herb_Farhangite_A	_ComboPotions	896f88b8-de35-44f7-bc8f-d7e5d41b8a33		5		Food	Food								10	85				1																																																														2																					Ingredient											IngredientSwamps	1	1	1		4			
CON_Nature_Mushroom_AmethystDeceiver_A	_ComboPotions	f93cb04b-a9f1-469f-b0ab-c4bea2ba1dff		5		Food	Food,Mushrooms								10	90	1																																																																	2																					Ingredient											IngredientSwamps	1	1	1		4			
CON_Nature_Mushroom_Boletus_A	_ComboPotions	c246689c-49ce-4844-9f6c-9e5845be84d5		5		Food	Food,Mushrooms								10	70		1																																																																2																					Ingredient											IngredientSwamps	1	1	1		4			
CON_Nature_Mushroom_Calocera_A	_ComboPotions	76e72dbb-6a59-406b-a61a-d234a085af82		5		Food	Food,Mushrooms								10	95			1																																																															2																					Ingredient											IngredientSwamps	1	1	1		4			
CON_Nature_Mushroom_Chanterelle_A	_ComboPotions	bc554f7d-aa0c-46bf-8479-b4b5622569cb		9		Food	Food,Mushrooms								10	220																																																																		2													INVISIBLE,100,5				RS3_FX_GP_Status_InvisibilityPotion_01				Ingredient											IngredientMid	1	1	1		8			
CON_Nature_Mushroom_Puffball_A	_ComboPotions	1285f5a9-75e5-4bc6-aa82-b625e766edbc		5		Food	Food,Mushrooms								10	6						1																																																												2																					Ingredient											IngredientSwamps	1	1	1		4			
CON_Nature_Mushroom_TrumpetOfDeath_A	_ComboPotions	5f433c99-bf29-4da2-8897-e8c34d2fb59c		13		Food	Food,Mushrooms								10	120																																			10	10	10	10	10																											2																					Ingredient											IngredientLate	1	1	1		12			
CON_Herb_Mushroom_F	_ComboPotions	9fad2e46-9f5c-49e7-bb22-ec7243d30025		9	1	Food	Food,Mushrooms								10	250																																																																		0													INVISIBLE,100,2				RS3_FX_GP_Status_InvisibilityPotion_01				Ingredient																			
CON_Nature_Mushroom_FlyAgaric_A	_ComboPotions	c09d258c-3a49-482b-83b2-ab970e7ccd55		5		Food	Food,Mushrooms								10	150					1																																																													2																					Ingredient																			
_ComboStuff																																																																																		3	1																						Yes	Yes																
CON_Herb_Drudanae	_ComboStuff	84ce1dfa-12b1-4b37-8907-aa7301f1edbf		9		Food	Food,Herbs,Drudanae								10	200		-1	-1			2																																																																									SLOWED,100,1								Ingredient											IngredientMid	1	1	1		8			
LOOT_Drudanae_Pipe	_ComboStuff	c73346fb-d95c-460a-b417-1014dfc0450f		9											10	200		-1	-1			2																																																																									SLOWED,100,1																											
CON_Herb_Drudanae_Griff	_ComboStuff	84ce1dfa-12b1-4b37-8907-aa7301f1edbf		3		Food	Food,Herbs,Drudanae								10	210		-1	-1			2																																																																									SLOWED,100,1								Ingredient																			
CON_Herb_Drudanae_Addict	_ComboStuff	84ce1dfa-12b1-4b37-8907-aa7301f1edbf		3		Food	Food,Herbs,Drudanae								10	200		-1	-1			2																																																				1	1							1								1					SOURCE_MUTED,100,1								Ingredient																			
CON_Herb_YarrowFlower	_ComboStuff	cc1bb8f1-3a4e-46d7-9268-c420bece54a3		3		Food	Food								20	25			1																																														10																	3																					Ingredient											IngredientLate	1	1	1		12			
CON_Herb_BlackRose_A	_ComboStuff	bcee9219-8cc1-4812-bf30-5b992de21f57		5		Food	Food								20	310	1	1	1	1	1	1																																																												10																					Ingredient					Yes														
CON_Herb_NormalRose_A	_ComboStuff	9afde699-d533-41cd-9c70-3a375c067b27		1		Food	Food								20	6						1																																																												10																					Ingredient					Yes														
LOOT_Wheat_A	_ComboStuff	18de067c-f0e9-420a-925f-fccae448d41c		3	1	Food	Food								20	3																																																	5																																						Ingredient											Junk	1	1	2		1			
LOOT_Bone_A	_ComboStuff	ff6c1d1d-3425-4ee2-a790-06363d85ecd4		9	1	Food	Bone								10	50																																																														5																									Ingredient											IngredientMid	1	1	2		8			
TOOL_Intestines_A	_ComboStuff	eccf3f97-a3ba-4dbe-bf02-1dc48e28769b		1		Food									200	0																																																																															DISEASED,100,3								Ingredient											IngredientEarly	1	1	1		1			
CON_Food_Eggs_A	_ComboStuff	acb75510-f2ea-467a-a7d0-452750fd888d		1		Food	Food								50	0				1																																																																																			Ingredient											Food	1	1	1		1			
CON_Food_RottenEggs_A	_ComboStuff	330806ad-3cc9-4133-b2c8-f0e35b672fb6		1		Food									50	0																																																																															DISEASED,100,3								Ingredient											IngredientEarly	1	1	1		1			
CON_Herb_Tea_A	_ComboStuff	bc9ba999-306d-4caa-995e-5a6a7c703b86		3		Food	Food								10	4																																																	5																																						Ingredient											Junk	1	1	2		1			
_ComboFood																																																																																		6	1																						Yes	Yes																
CON_Ingred_Dough_A	_ComboFood	7582cac8-6dc4-4668-9da4-e7beb69a160f		1		Food	Food								200	1																																																	5																																						Ingredient																			
CON_Ingred_Dough_Apple_A	_ComboFood	db43ab3f-6b10-445a-bee5-9a5b6fe67cc7		1		Food	Food								200	2																																																	10																																						Ingredient																			
CON_Ingred_Dough_Pizza_A	_ComboFood	e79b93bc-536c-4c22-ae2c-c2e071079246		1		Food	Food								200	2																																																	10																																						Ingredient																			
CON_Ingred_Dough_CheeseBread_A	_ComboFood	8c924f10-974a-4d45-8906-c7650894ae46		1		Food	Food								200	2																																																	10																																						Ingredient																			
CON_Ingred_Dough_Cyseal_A	_ComboFood	77184f81-51de-4b5c-9df5-fac255e65f9e		1		Food	Food								200	3																																																	10																																						Ingredient																			
CON_Food_Pie_Apple_A	_ComboFood	ef6891b9-ce02-4e2f-a23e-4c79fffd6ab5		3		Food	Food								200	8																																							10										20																																																	Food	1	1	3		9			
CON_Food_BerryPie_A	_ComboFood	049dbfd0-24ca-4ec0-bd33-016a0df5509f		3		Food	Food								200	8		5																																					10										20																																																	Food	1	1	3		13	17		
CON_Food_BerryPie_B	_ComboFood	6d5fdded-1ab8-4826-8095-686907d9cc34		3		Food	Food								200	24		5																																					10										20																																																	Food	1	1	3		18			
CON_Food_Pizza_A	_ComboFood	7269714a-1569-4dd8-9e88-0659665d2d92		3		Food	Food								200	7				5																																													10																																																	Food	1	1	3		9			
CON_Food_Bread_Cheese_A	_ComboFood	cc5838b7-93d9-4163-b977-18d385666bf3		3		Food	Food								200	7				1																																													10																																																	Food	1	1	3		13			
CON_Food_Potato_Boiled_A	_ComboFood	9864d311-a761-4dce-b5aa-4e3577936256		3		Food	Food								50	6				1																																													10																																																									
CON_Food_Poutine_A	_ComboFood	69acf8ea-57b9-48ca-b025-c4e25a9cb924		18		Food	Food								100	25	1			1																																													20																																																	Food	1	1	5		18			
CON_Food_Pie_Cyseal_A	_ComboFood	54773a0f-8384-44a5-9362-8daf6acda733		3		Food	Food								200	7			5																																														20																																																									
CON_Food_Fries_Cold_A	_ComboFood	6f2b9c5e-2f95-4803-90c0-817adf8cd8ae		1		Food	Food								200	4																																																	5																																						Ingredient																			
CON_Food_Fries_Rivellon_A	_ComboFood	fd9ece14-1318-4c43-b2bc-7cc3dc8e1fc1		3		Food	Food								200	7				5																																													20																																																	Food	1	1	3		9			
CON_Food_Potato_Mash_Cold_A	_ComboFood	4bb3a0b6-02a5-429a-9873-978c4874a11d		1		Food	Food								200	4																																																	5																																						Ingredient																			
CON_Food_Potato_Mash_A	_ComboFood	2fb2a948-f59f-47d6-bf0c-849f86bcdb5b		3		Food	Food								200	7	5																																																10																																																	Food	1	1	3		9			
CON_Food_Dinner_A	_ComboFood	70e3b498-e2af-44f1-aedb-397ec186019a		4		Food	Food								400	8	5																																																20																																																	Food	1	1	3		9			
CON_Food_Stew_A	_ComboFood	06ad5f00-10df-4044-b970-d3e79b7886fb		2		Food	Food								400	8	5																																																20																																																	Food	1	1	3		13			
QUEST_FunnyMeat	_ComboFood	7284fb63-6469-4ea7-9058-e144a82ef90b		2		Food	Food								400	8	1																																																10																																																	FunnyMeat	1	1	1		1			
CON_Food_Stew_Dwarven_A	_ComboFood	fa3d4811-f140-4a69-86f6-aec5a9d37615		2		Food	Food								400	10	5																																																20																																																	Food	1	1	3		13			
CON_Food_Soup_Pumpkin_A	_ComboFood	a85a63ee-7fa8-4fba-813c-2e5b2fd44a75		3		Food	Food								400	8						5																																											20																																																	Food	1	1	3		9			
CON_Food_Stew_Elven_A	_ComboFood	d40f5aff-e395-4be6-a8b9-ecd8afccc550		4		Food	Food								400	10		5																																															20																																																	Food	1	1	3		13			
CON_Food_Honey_Jar_A	_ComboFood	8c156adf-ee38-4f2e-ae7e-ac7c6ae7fdd9		4		Food	Food								100	12			5																																				15										20																																																	Food	1	1	3		13			
CON_Porridge_A	_ComboFood	f406173d-a066-4e02-8fad-2e689d547294		2		Food	Food								300	7	5																																																20																																																	Food	1	1	3		9			
CON_Porridge_Potato_A	_ComboFood	2b34fca5-bd3a-4b40-a819-8f2f310d2790		4		Food	Food								300	8	5																																																20																																																	Food	1	1	3		9			
CON_Drink_Cup_A_Apple	_ComboFood	9309fa8b-0241-49fd-9ad6-0968bc7b08bd		2		Drink	Drink								300	4																																							10										10																																																	Drink	1	1	2		1			
CON_Drink_Cup_A_Orange	_ComboFood	8b8e38b2-277b-4db2-8e8e-9d198fca03e8		2		Drink	Drink								300	4		1																																															10																																																	Drink	1	1	2		1			
CON_Drink_Cup_A_Milk	_ComboFood	3f8be901-4b41-4a14-b9a3-0d829ffdc446		2		Drink	Drink								300	4																																																	10																																																	Drink	1	1	2		1			
CON_Food_MilkJug_A	_ComboFood	0b598f2c-d2ef-420c-aae2-d0616cd1a7ac		2		Drink	Drink								20000	4																																																	10																																																									
CON_Drink_Cup_A_MilkHoney	_ComboFood	79620c9d-8c04-4952-9a1b-3aea0b92b239		3		Drink	Drink								300	5																																							20										15																														WARM,100,2																											
CON_Drink_Cup_A_Oil	_ComboFood	1ff62922-beaf-4c31-a027-b1a1427dd854		1		PoisonedFood									300	1			-1	-1																															-50																																												POISONED,100,1								Ingredient																			
ITEM_BottleWithOil	_ComboFood	f6cf5fc5-dd58-40ce-b343-902c10be2946		1		PoisonedFood									1000	3			-1	-1																															-50																																												POISONED,100,1								Ingredient																			
CON_Drink_Mug_A_Ambrosia	_ComboFood	ba2bbeb0-c784-466c-a5fc-e11451cee58d		3		Drink	Drink								330	20																																																																															DRUNK,100,2																											
CON_Food_Pie_Apple_A_Poisoned	_ComboFood	8027e5f5-4477-4609-9d88-038fa03df6da		3		PoisonedFood									200	0																																																																		0				4	40	10	Poison						POISONED,100,2																											
CON_Food_Pizza_A_Poisoned	_ComboFood	69354d9e-dd89-410e-94eb-503e0c1264f5		3		PoisonedFood									200	0																																																																		0				6	40	10	Poison						POISONED,100,2																											
CON_Food_Bread_Cheese_A_Poisoned	_ComboFood	fd813c37-a55b-438e-8b49-2a7dedc84221		3		PoisonedFood									200	0																																																																		0				2	40	10	Poison						POISONED,100,2																											
CON_Food_Potato_Boiled_A_Poisoned	_ComboFood	4c448a5c-d34d-4ab4-ba21-9623cc2271ac		3		PoisonedFood									50	0																																																																		0				2	40	10	Poison						POISONED,100,2																											
CON_Food_Pie_Cyseal_A_Poisoned	_ComboFood	f024ba40-0373-4ae8-90bc-2071411d98ee		3		PoisonedFood									200	0																																																																		0				7	40	10	Poison						POISONED,100,2																											
CON_Food_Fries_Cold_A_Poisoned	_ComboFood	2b7a7ce4-4b18-400b-bce0-fcc84e78beec		1		PoisonedFood									200	0																																																																		0				1	40	10	Poison						POISONED,100,2																											
CON_Food_Fries_Rivellon_A_Poisoned	_ComboFood	019763af-2c54-46d4-be37-841e6e6282d5		3		PoisonedFood									200	0																																																																		0				7	40	10	Poison						POISONED,100,2																											
CON_Food_Potato_Mash_Cold_A_Poisoned	_ComboFood	0c8f6108-93db-4698-90ce-d520cba4bd6d		1		PoisonedFood									200	0																																																																		0				1	40	10	Poison						POISONED,100,2																											
CON_Food_Potato_Mash_A_Poisoned	_ComboFood	9b9d8d2c-c41e-4aef-9ab2-f325b7064f2e		3		PoisonedFood									200	0																																																																		0				7	40	10	Poison						POISONED,100,2																											
CON_Food_Dinner_A_Poisoned	_ComboFood	9a06857e-a699-495f-87f4-39f500da56a5		4		PoisonedFood									400	0																																																																		0				6	40	10	Poison						POISONED,100,2																											
CON_Food_Stew_Dwarven_A_Poisoned	_ComboFood	051cf0b7-87b6-41c7-a4fb-f0832867a032		2		PoisonedFood									400	0																																																																		0				4	40	10	Poison						POISONED,100,2																											
CON_Food_Soup_Pumpkin_A_Poisoned	_ComboFood	e99b5ba7-fd17-4fb9-b7a2-df8772f4e807		3		PoisonedFood									400	0																																																																		0				4	40	10	Poison						POISONED,100,2																											
CON_Food_Stew_Elven_A_Poisoned	_ComboFood	b111ba0d-bed4-4c22-9a74-5ba1e84193cf		4		PoisonedFood									400	0																																																																		0				4	40	10	Poison						POISONED,100,2																											
CON_Food_Honey_Jar_A_Poisoned	_ComboFood	be3cbb5c-47a5-4900-b793-7389fa75c453		4		PoisonedFood									100	0																																																																		0				1	40	10	Poison						POISONED,100,2																											
CON_Porridge_A_Poisoned	_ComboFood	8a228706-2a3c-4367-af34-91a6e75fa072		2		PoisonedFood									300	0																																																																		0				2	40	10	Poison						POISONED,100,2																											
CON_Porridge_Potato_A_Poisoned	_ComboFood	ceed243d-9b6a-44aa-be38-c17412a45f4b		4		PoisonedFood									300	0																																																																		0				3	40	10	Poison						POISONED,100,2																											
CON_Drink_Cup_A_Apple_Poisoned	_ComboFood	a86604a6-b73e-4a8d-bfcb-834979033cde		2		PoisonedFood									300	0																																																																		0				2	40	10	Poison						POISONED,100,2																											
CON_Drink_Cup_A_Orange_Poisoned	_ComboFood	ef61d59c-701e-43db-a861-bc3053954db1		2		PoisonedFood									300	0																																																																		0				2	40	10	Poison						POISONED,100,2																											
CON_Drink_Cup_A_Milk_Poisoned	_ComboFood	811a8646-d8b1-4156-9c1b-ae9990b2a627		2		PoisonedFood									300	0																																																																		0				2	40	10	Poison						POISONED,100,2																											
CON_Drink_Cup_A_MilkHoney_Poisoned	_ComboFood	3091f5a0-a1d6-42c7-886b-5e5bf2b205c2		3		PoisonedFood									300	0																																																																		0				5	40	10	Poison						POISONED,100,2																											
CON_Drink_Mug_A_Ambrosia_Poisoned	_ComboFood	7eee8311-ecd0-4547-81d4-7b6bbfc60c69		3		PoisonedFood									300	0																																																																		0				1	40	10	Poison						POISONED,100,2																											
CON_Drink_Mug_A_Blood	_ComboFood	2b08cb4d-8b2d-4fb8-83ac-f9713668cb14		3											330	1																																																																						10	40	10	Poison						POISONED,100,2																								1			
_Food																																																																																		3	1																				Consumable	Yes	Yes	Yes																
HAR_Shell	_Food	ef10b963-05b5-4db9-9ce7-1c9dadd99bc1		1		Food	Food								10	1																																					5																																																													Food	1	1	2		1			
CON_Food_Carrot_A	_Food	f5e9b70f-692b-4ef4-b022-719433ece95e		9		Food	Food								10	12						5																																											10																																																	Food	1	1	4		9			
CON_Food_Onion_A	_Food	bc28fc23-ae14-4782-96b2-130198d799eb		5		Food	Food								30	2				1																																													10																																																	Food	1	1	3		1			
CON_Food_Potato_A	_Food	95bacde5-ac50-45e9-b027-07f3e7b14166		1		Food	Food								50	2				1																																													10																																						Ingredient											Food	1	1	3		1			
FOOD_Apple	_Food	6e675b40-8e0c-4c64-ae24-20cdc1215723		1		Food	Food								100	2																																							5										10																																																	Food	1	1	3		1			
CON_Food_Garlic	_Food	4dd5fb53-cb7d-4ced-8a01-93b49617e1e0		5	1	Food	Food								20	4				1																												-1																																															SMELLY,100,10		DiseasedImmunity;InfectiousDiseasedImmunity						Ingredient											Food	1	1	3		5			
CON_Food_Grapes_A	_Food	aabd976b-9c06-4060-81d3-dadba30f1c00		9		Food	Food								250	18																																																	5																																																	Food	1	1	4		9			
CON_Food_Lemon_A	_Food	d209ebe1-abae-4b98-8b49-e85a7a35f385		9		Food	Food								100	16						1																																																																																												Food	1	1	4		9			
