Name	Parent	ItemGroup	ModifierType	Act	Level	Requirements	IsTwoHanded	AttackAPCost	Damage Type	Damage	Damage Range	DamageBoost	DamageFromBase	CriticalDamage	CriticalChance	WeaponRange	CleavePercentage	CleaveAngle	Durability	DurabilityDegradeSpeed	Value	Weight	Movement	Initiative	WeaponType	AnimType	Slot	Projectile	IgnoreVisionBlock	StrengthBoost	FinesseBoost	IntelligenceBoost	ConstitutionBoost	MemoryBoost	WitsBoost	TwoHanded	SingleHanded	Ranged	DualWielding	Perseverance	Leadership	PainReflection	WarriorLore	RangerLore	RogueLore	FireSpecialist	WaterSpecialist	AirSpecialist	EarthSpecialist	Necromancy	Polymorph	Summoning	Sourcery	Telekinesis	Sneaking	Thievery	Loremaster	Repair	Barter	Persuasion	Luck	Fire	Earth	Water	Air	Poison	SightBoost	HearingBoost	VitalityBoost	ChanceToHitBoost	APMaximum	APStart	APRecovery	AccuracyBoost	DodgeBoost	ComboCategory	Reflection	MaxSummons	LifeSteal	Skills	Talents	Tags	ExtraProperties	Flags	Boosts	InventoryTab	NeedsIdentification	Charges	MaxCharges	ItemColor	RuneSlots	RuneSlots_V1	ObjectCategory	MinAmount	MaxAmount	Priority	Unique	MinLevel	MaxLevel	Comment	
_Summon_Incarnate_Fire_Infused_Giant	_Summon_Incarnate_Fire_Infused				0							50																																																																																									
_Summon_Incarnate_NecroFire_Infused_Giant	_Summon_Incarnate_NecroFire_Infused				0							50																																																																																									
_Summon_Incarnate_Water_Infused_Giant	_Summon_Incarnate_Water_Infused				0							50																																																																																									
_Summon_Incarnate_BlessedIce_Infused_Giant	_Summon_Incarnate_BlessedIce_Infused				0							50																																																																																									
_Summon_Incarnate_Poison_Infused_Giant	_Summon_Incarnate_Poison_Infused				0							50																																																																																									
_Summon_Incarnate_Earth_Infused_Giant	_Summon_Incarnate_Earth_Infused				0							50																																																																																									
_Summon_Incarnate_Acid_Infused_Giant	_Summon_Incarnate_Acid_Infused				0							50																																																																																									
_Summon_Incarnate_Electric_Infused_Giant	_Summon_Incarnate_Electric_Infused				0							50																																																																																									
_Summon_Incarnate_CursedElectric_Infused_Giant	_Summon_Incarnate_CursedElectric_Infused				0							50																																																																																									
_Summon_Incarnate_Blood_Infused_Giant	_Summon_Incarnate_Blood_Infused				0							65																																																																																									
_Summon_Plant	_NpcTwoHandedSwords	EMPTY			0		No	2	Poison				125						10						None	None																																																									POISONED,30,2	Unbreakable		Hidden															
_Summon_Totem_Wood	_Wands	EMPTY			0	Intelligence 0		1	Physical	0	10		80															f17f6dbb-bdee-47dd-9c3a-beafa52c5115																																																										Hidden															
_Summon_Totem_Fire	_Summon_Totem_Wood								Fire																			4e826aea-e44c-45b7-b220-5f4562e33227																																																							Ignite;																		
_Summon_Totem_Water	_Summon_Totem_Wood								Water																			3adad18b-8b8f-4330-b6d9-b3899a3f3e5d																																																							WET,100,1																		
_Summon_Totem_Air	_Summon_Totem_Wood								Air																			e6d896aa-1a2a-4b76-808f-5aff63e5130c																																																							Electrify;																		
_Summon_Totem_Earth	_Summon_Totem_Wood								Earth			10																00aaf396-71e6-475d-82ca-fb656d9c3b5c																																																																									
_Summon_Totem_Poison	_Summon_Totem_Wood								Poison																			c5bedba4-2d1e-4e7f-8513-a2af57238810																																																							POISONED,100,1																		
_Summon_Totem_Blood	_Summon_Totem_Wood								Physical																			d47cf2f9-c38d-459c-aeeb-8356b0f877b2																																																							BLEEDING,100,1																		
_Summon_Totem_Bone	_Summon_Totem_Wood								Physical			50																8a7f6929-6eda-4d33-bb2e-ec993bb92b02																																																							BLEEDING,100,1																		
_Summon_Totem_Source	_Summon_Totem_Wood								Piercing																			d47cf2f9-c38d-459c-aeeb-8356b0f877b2																																																																									
_Summon_Condor	_NpcDaggers	EMPTY							Piercing																None																																																																												
_Specific_Enemy_Attacks																																																																																								0	0		0	0									
_GEN_SilentMonk	_NpcDaggers	WPN_Unarmed			0																																																																																																
_GEN_SilentMonk_Unarmed	_Unarmed	WPN_Unarmed			0																																																																																																
_GEN_SilentMonk_Staff	_NpcStaffs_Earth				0																																																																																																
_GEN_SilentMonk_Spear	_NpcSpears	WPN_Humans_Spear_2H_A		1	0																																																																														MUTED,50,2																		
_GEN_SilentWatcher_Club_2H	_NpcTwoHandedMaces	WPN_Humans_Mace_2H_A		1	0							80																																																																																									
_GEN_SilentWatcher_Sword_2H	_NpcTwoHandedSwords	WPN_Sword_2H_Human_01		1	0							110																																																																																									
_GEN_SilentWatcher_Bow	_NpcBows	WPN_Bow_Human_02		1	0							60																																																																														HumansBowCommon											
_GEN_Magister_Melee_Club	_NpcClubs	WPN_Mace_1H_Human_01		1	0																																																																																					HumansCommon											
_GEN_Magister_Melee_Sword	_NpcSwords	WPN_Sword_1H_Human_01		1	0																																																																																					HumansCommon											
_GEN_Magister_Melee_Axe	_NpcAxes	WPN_Axe_1H_Human_01		1	0																																																																																					HumansCommon											
_GEN_Magister_Melee_Sword_2H	_NpcTwoHandedSwords	WPN_Sword_2H_Human_01		1	0																																																																																					HumansCommon											
_GEN_Magister_Melee_Dagger	_NpcDaggers	WPN_Dagger_2H_Human_01		1	0								100																																																																													HumansCommon											
_GEN_Magister_Melee_Staff	_NpcStaffs_Air	WPN_Staff_Human_03		1	0																																																																																					HumansStaffBCommon											
_GEN_Magister_Ranged_Bow	_NpcBows	WPN_Bow_Human_01		1	0																																																																																					HumansBowCommon											
_GEN_Magister_Ranged_Bow_X	_NpcCrossbows	WPN_Crossbow_Human_01		1	0																																																																																					HumansCommon											
_GEN_Magister_Ranged_Wand_Fire	_NpcWands_Fire	WPN_Wand_Human_01		1	0																																																																																					HumansCommon											
_GEN_Magister_Ranged_Wand_Water	_NpcWands_Water	WPN_Wand_Human_01		1	0																																																																																					HumansCommon											
_GEN_Magister_Ranged_Wand_Air	_NpcWands_Air	WPN_Wand_Human_01		1	0																																																																																					HumansCommon											
_GEN_Magister_Ranged_Wand_Poison	_NpcWands_Poison	WPN_Wand_Human_01		1	0																																																																																					HumansCommon											
_GEN_Brutes_Unarmed	_NpcUnarmed	WPN_Unarmed			0			2																																																																																		HumansCommon											
_GEN_Brutes_Knife	_NpcDaggers	WPN_Dagger_2H_Human_03			0																																																																																					HumansCommon											
_GEN_Brutes_Club_2H	_NpcTwoHandedMaces	WPN_Mace_2H_Common_02		1	0		Yes																																																																																			HumansCommon											
_GEN_Brutes_Axe_2H	_NpcTwoHandedAxes	WPN_Axe_2H_Human_02		1	0		Yes																																																																																			HumansCommon											
_GEN_Brutes_Staff	_NpcStaffs_Poison	WPN_Staff_Human_01		1	0																																																																																					HumansBowCommon											
_GEN_Brutes_Bow	_NpcBows	WPN_Bow_Human_03		1	0																																																																																					HumansCommon											
_GEN_Brutes_Ranged_Wand_Fire	_NpcWands_Fire	WPN_Wand_Human_01		1	0																																																																																					HumansCommon											
_GEN_Brutes_Ranged_Wand_Water	_NpcWands_Water	WPN_Wand_Human_01		1	0																																																																																					HumansCommon											
_GEN_Brutes_Ranged_Wand_Air	_NpcWands_Air	WPN_Wand_Human_01		1	0																																																																																					HumansCommon											
_GEN_Brutes_Ranged_Wand_Poison	_NpcWands_Poison	WPN_Wand_Human_01		1	0																																																																																					HumansCommon											
_GEN_Brutes_Melee_Sword_2H	_NpcTwoHandedSwords	WPN_Sword_2H_Human_01		1	0																																																																																					HumansCommon											
_GEN_Brutes_Melee_Sword	_NpcSwords	WPN_Sword_1H_Human_01		1	0																																																																																					HumansCommon											
_GEN_Brutes_Melee_Axe	_NpcAxes	WPN_Axe_1H_Human_01		1	0																																																																																																
_GEN_Brutes_Pitchfork	_NpcSpears	WPN_Pitchfork			0																																																																							Spear																									
_Animals_Weapons								2																																																																																0	0		0	0									
_Crab	_NpcDaggers	EMPTY			0		No	2					100						10						Club																																																											Unbreakable		Hidden															
_GiantCrab	_NpcClubs	EMPTY			0		Yes												10						Club																																																										KNOCKED_DOWN,20,1	Unbreakable		Hidden															
_Animals_Beetle_Fire_A	_NpcClubs	EMPTY			0		No	2					120						10						None																																																										BURNING,15,2	Unbreakable	_Enemy_Boost_FireDamage_Large	Hidden															
_Animals_Beetle_Green_A	_NpcClubs	EMPTY			0		No	2					120						10						None																																																										POISONED,15,2	Unbreakable	_Enemy_Boost_PoisonDamage_Large	Hidden															
_Animals_Beetle_Sand_A	_NpcClubs	EMPTY			0		No	2											10						None																																																										POISONED,15,2	Unbreakable		Hidden															
_Animals_Bear_A	_NpcClubs	EMPTY			0		No	2											10						None																																																										KNOCKED_DOWN,10,1	Unbreakable		Hidden															
_Animals_Bear_A_Voidwoken	_NpcClubs	EMPTY			0		No	2					180				40	150	10						None																																																										DECAYING_TOUCH,50,3; KNOCKED_DOWN,20,1	Unbreakable		Hidden															
_Animals_BoarWild_A	_NpcClubs	EMPTY			0		No	2											10						None																																																											Unbreakable		Hidden															
_Animals_BoarWild_A_Strong	_NpcClubs	EMPTY			0		No	2											10						None																																																										CRIPPLED,20,2	Unbreakable		Hidden															
_Animals_BoarWild_A_Zombie_A	_NpcClubs	EMPTY			0		No	2											10						None																																																										POISONED,15,2	Unbreakable		Hidden															
_Animals_BoarWild_A_Zombie_A_Strong	_NpcClubs	EMPTY			0		No	2											10						None																																																										POISONED,20,2	Unbreakable		Hidden															
_Animals_Boar_A	_NpcClubs	EMPTY			0		No	2											10						None																																																											Unbreakable		Hidden															
_Animals_Boar_A_Strong	_NpcClubs	EMPTY			0		No	2											10						None																																																											Unbreakable		Hidden															
_Animals_Boar_A_Zombie_A	_NpcClubs	EMPTY			0		No	2											10						None																																																										POISONED,20,2	Unbreakable		Hidden															
_Animals_Boar_A_Zombie_A_Strong	_NpcClubs	EMPTY			0		No	2											10						None																																																										POISONED,25,2	Unbreakable		Hidden															
_Animals_Boar_A_Void_A	_NpcClubs	EMPTY			0		No	2					120						10						None																																																										CRIPPLED,30,2	Unbreakable		Hidden															
_Animals_Bull_A	_NpcClubs	EMPTY			0		No	2											10						None																																																										KNOCKED_DOWN,20,1	Unbreakable		Hidden															
_Animals_Bull_B	_NpcClubs	EMPTY			0		No	2											10						None																																																										KNOCKED_DOWN,20,1	Unbreakable		Hidden															
_Animals_Cat_A	_NpcSwords	EMPTY			0		No	2											10						None																																																										CHARMED,15,1	Unbreakable		Hidden															
_Animals_Cat_Skeleton_A	_NpcDaggers	EMPTY			0		No	2											10						None																																																										BLEEDING,5,1	Unbreakable		Hidden															
_Animals_Chicken_A	_NpcDaggers	EMPTY			0		No	2											10						None																																																											Unbreakable		Hidden															
_Animals_Cow_A	_NpcClubs	EMPTY			0		No	2											10						None																																																										KNOCKED_DOWN,20,1	Unbreakable		Hidden															
_Animals_Cow_B	_NpcClubs	EMPTY			0		No	2											10						None																																																										KNOCKED_DOWN,20,1	Unbreakable		Hidden															
_Animals_Cow_C	_NpcClubs	EMPTY			0		No	2											10						None																																																										KNOCKED_DOWN,20,1	Unbreakable		Hidden															
_Animals_Cow_D	_NpcClubs	EMPTY			0		No	2											10						None																																																										KNOCKED_DOWN,20,1	Unbreakable		Hidden															
_Animals_Crab_A	_NpcDaggers	EMPTY			0		No	2					100						10						Club																																																											Unbreakable		Hidden															
_Animals_Crocodile_A	_NpcUnarmed	EMPTY			0		No	2					120			200			10																																																																BLEEDING,5,2	Unbreakable		Hidden															
_Animals_Frog_A	_NpcUnarmed	EMPTY			0		No	2					100			120			10																																																																	Unbreakable	_Enemy_Boost_PoisonDamage	Hidden															
_Animals_Frog_B	_NpcUnarmed	EMPTY			0		No	2					100			120			10																																																																SLEEPING,5,2	Unbreakable		Hidden															
_Animals_Frog_Void	_NpcUnarmed	EMPTY			0		No	2					110			120			10																																																																CURSED,15,2	Unbreakable	_Enemy_Boost_PoisonDamage	Hidden															
_Animals_Turtle_A	_NpcUnarmed	EMPTY			0		No	2					100			100			10																																																																	Unbreakable		Hidden															
_Animals_Turtle_A_Large	_NpcUnarmed	EMPTY			0		No	2					125			250			10																																																																	Unbreakable		Hidden															
_Animals_BurrowedCrab_A	_NpcClubs	EMPTY			0		No												10						Club																																																											Unbreakable		Hidden															
_Animals_Crab_Giant_A	_NpcClubs	EMPTY			0		Yes												10						Club																																																										KNOCKED_DOWN,20,1	Unbreakable		Hidden															
_Animals_Crab_Giant_A_Strong	_NpcClubs	EMPTY			0		Yes						150						10						Club																																																										KNOCKED_DOWN,50,1	Unbreakable		Hidden															
_Animals_Deer_A	_NpcClubs	EMPTY			0		No												10						None																																																										KNOCKED_DOWN,20,1	Unbreakable		Hidden															
_Animals_Deer_A_Enhanced_A	_NpcClubs	EMPTY			0		No												10						None																																																										KNOCKED_DOWN,30,1	Unbreakable		Hidden															
_Animals_Deer_A_Void_A	_NpcClubs	EMPTY			0		No						70						10						None																																																										KNOCKED_DOWN,35,1	Unbreakable		Hidden															
_Animals_Dog_A	_NpcDaggers	EMPTY			0		No	2					100						10						None																																																										BLEEDING,10,4	Unbreakable		Hidden															
_Animals_Dragon_A	_NpcDaggers	EMPTY			0		No	2					100			250			10						None																																																										BLEEDING,5,2	Unbreakable		Hidden															
_Animals_SourceHound_A	_NpcUnarmed	EMPTY			0		No	2					100						10																																																																BLEEDING,20,4	Unbreakable		Hidden															
_Animals_AttackDog_A	_NpcUnarmed	EMPTY			0		No	2					100						10																																																																BLEEDING,20,4	Unbreakable		Hidden															
_Animals_Dog_A_Zombie_A	_NpcDaggers	EMPTY			0		No	2					100						10						None																																																										BLEEDING,10,4	Unbreakable		Hidden															
_Animals_Dog_A_Zombie_A_Strong	_NpcDaggers	EMPTY			0		No	2					100						10						None																																																										BLEEDING,20,4	Unbreakable		Hidden															
_Animals_Dog_Labrador_A	_NpcDaggers	EMPTY			0		No	2					100						10						None																																																										BLEEDING,10,4	Unbreakable		Hidden															
_Animals_Pig_A	_NpcClubs	EMPTY			0		No	2											10						None																																																											Unbreakable		Hidden															
_Animals_Rabbit_A	_NpcDaggers	EMPTY			0		No	2											10						None																																																											Unbreakable		Hidden															
_Animals_Rat_A	_NpcDaggers	EMPTY			0		No	2											10						None																																																										DISEASED,20,4	Unbreakable		Hidden															
_Animals_Rat_A_Strong	_NpcDaggers	EMPTY			0		No	2											10						None																																																										DISEASED,35,4	Unbreakable		Hidden															
_Animals_Rat_King_A	_NpcDaggers	EMPTY			0		No	2					110						10						None																																																										INFECTIOUS_DISEASED,15,2	Unbreakable		Hidden															
_Animals_Rat_King_A_Strong	_NpcDaggers	EMPTY			0		No	2					125						10						None																																																										INFECTIOUS_DISEASED,15,2	Unbreakable		Hidden															
_Animals_Cat_Slain_A	_NpcSwords	EMPTY			0		No												10						None																																																										CHILLED,20,2	Unbreakable		Hidden															
_Animals_Slug_Poison	_NpcClubs	EMPTY			0		No		Poison							70			10						None																																																										POISONED,100,2	Unbreakable	_Enemy_Boost_PoisonDamage	Hidden															
_Animals_Slug_Flesh	_NpcClubs	EMPTY			0		No		Physical			150	100			70			10						None																																																											Unbreakable		Hidden															
_Animals_Slug_Oil	_NpcClubs	EMPTY			0		No		Earth							70			10						None																																																											Unbreakable	_Enemy_Boost_EarthDamage	Hidden															
_Animals_Slug_Water	_NpcClubs	EMPTY			0		No		Water			10	125			70			10						None																																																										WET,100,2	Unbreakable	_Enemy_Boost_WaterDamage	Hidden															
_Animals_Slug_Fire	_NpcClubs	EMPTY			0		No		Fire				50			70			10						None																																																										BURNING,100,2	Unbreakable	_Enemy_Boost_FireDamage	Hidden															
_Animals_RoosterMechanic_A	_NpcDaggers	EMPTY			0		No												10						None																																																											Unbreakable		Hidden															
_Animals_RatMechanic_Alpha	_NpcBows	EMPTY			0														10						Bow																																																											Unbreakable		Hidden															
_Animals_RatMechanic_Beta	_NpcDaggers	EMPTY			0		No												10						None																																																											Unbreakable		Hidden															
_Animals_RoosterMechanic_B	_NpcDaggers	EMPTY			0		No												10						None																																																											Unbreakable		Hidden															
_Animals_Rooster_A	_NpcDaggers	EMPTY			0		No												10						None																																																											Unbreakable		Hidden															
_Animals_Sheep_A	_NpcClubs	EMPTY			0		No	2											10						None																																																											Unbreakable		Hidden															
_Animals_Sheep_B	_NpcClubs	EMPTY			0		No	2											10						None																																																											Unbreakable		Hidden															
_Animals_Spider	_NpcUnarmed	EMPTY			0														10						Club																																																											Unbreakable		Hidden															
_Animals_Spider_Poison	_NpcUnarmed	EMPTY			0				Physical				100						10						Club																																																											Unbreakable	_Enemy_Boost_PoisonDamage_Large	Hidden															
_Animals_Spider_Poison_B	_NpcUnarmed	EMPTY			0				Physical				60						10						Club																																																											Unbreakable	_Enemy_Boost_PoisonDamage	Hidden															
_Animals_Sea_Spider_Boss	_NpcUnarmed	EMPTY			0		Yes												10						None	TwoHanded_Sword																																																										Unbreakable		Hidden															
_Animals_WereSheep_A	_NpcSwords	EMPTY			0		No												10						None																																																											Unbreakable		Hidden															
_Animals_Wolf_A	_NpcDaggers	EMPTY			0		No	2					100						10						None																																																										BLEEDING,20,2	Unbreakable		Hidden															
_Animals_Wolf_Disease	_NpcDaggers	EMPTY			0		No	2					100						10						None																																																										DISEASED,20,2	Unbreakable		Hidden															
_Animals_Wolf_Blind	_NpcDaggers	EMPTY			0		No	2					100						10						None																																																										BLIND,20,2	Unbreakable		Hidden															
_Animals_Wolf_Fear	_NpcDaggers	EMPTY			0		No	2					100						10						None																																																										FEAR,20,2	Unbreakable		Hidden															
_Animals_Wolf_Freeze	_NpcDaggers	EMPTY			0		No	2					100						10						None																																																										FROZEN,20,2	Unbreakable		Hidden															
_Animals_Wolf_A_Strong	_Animals_Wolf_A	EMPTY										10																																																																			20				BLEEDING,35,2																		
_Animals_Wolf_A_Black	_NpcDaggers	EMPTY			0		No	2					100						10						None																																																										BLEEDING,5,2	Unbreakable		Hidden															
_Animals_Wolf_A_Black_Strong	_NpcDaggers	EMPTY			0		No	2					125						10						None																																																										BLEEDING,10,2	Unbreakable		Hidden															
_Animals_Wolf_A_Black_StrongBoss	_NpcDaggers	EMPTY			0		No	2					125						10						None																																																										BLEEDING,15,2	Unbreakable		Hidden															
_Animals_Wolf_A_White	_NpcDaggers	EMPTY			0		No	2					100						10						None																																																										BLEEDING,5,2;CHILLED,10,2	Unbreakable		Hidden															
_Animals_Wolf_A_White_Strong	_NpcDaggers	EMPTY			0		No	2					100						10						None																																																										BLEEDING,10,2;CHILLED,10,2	Unbreakable		Hidden															
_Animals_Wolf_A_Zombie_A	_NpcDaggers	EMPTY			0		No	2					100						10						None																																																										POISONED,5,2	Unbreakable	_Enemy_Boost_PoisonDamage	Hidden															
_Animals_Wolf_A_Zombie_A_Strong	_NpcDaggers	EMPTY			0		No	2					100						10						None																																																										POISONED,10,3	Unbreakable		Hidden															
_Animals_Tiger_A	_NpcDaggers	EMPTY			0		No	2					135						10						None																																																										BLEEDING,10,2	Unbreakable		Hidden															
_Animals_Tiger_A_Enhanced_A	_NpcDaggers	EMPTY			0		No	2					125						10						None																																																										BLEEDING,20,2	Unbreakable		Hidden															
_Animals_Tiger_A_Blood_A	_NpcDaggers	EMPTY			0		No	2					150						10						None																																																										BLEEDING,25,2;DISEASED,20,2	Unbreakable		Hidden															
_Animals_Voidwoken_Drillworm_A	_NpcSwords	EMPTY			0		No	2					200			300			10						None																																																											Unbreakable		Hidden															
_Animals_Voidwoken_Merman_A	_NpcSwords	EMPTY			0		No	2					200			200			10						None																																																											Unbreakable		Hidden															
_Animals_Voidwoken_Merman_A_Strong	_NpcSwords	EMPTY			0		No	2				130	200			200			10						None																																																											Unbreakable		Hidden															
_Animals_Voidling	_NpcUnarmed	WPN_Unarmed			0		No	2					50			80			10						None																																																											Unbreakable		Hidden															
_Animals_OilSpitter_A	_NpcSwords	EMPTY			0		No	2					125			150			10						None																																																											Unbreakable		Hidden															
_Animals_Pentaceratops_A	_NpcClubs	EMPTY			0		No	2					150			150	40	90	10						None																																																										KNOCKED_DOWN,80,1	Unbreakable		Hidden															
_Animals_Salamander_A	_NpcClubs	EMPTY			0		No	2								150			10						None																																																											Unbreakable		Hidden															
_Animals_Salamander_Fire_A	_NpcClubs	EMPTY			0		No	2								150			10						None																																																											Unbreakable		Hidden															
_Animals_Salamander_Poison_A	_NpcClubs	EMPTY			0		No	2								150			10						None																																																											Unbreakable		Hidden															
_Animals_Salamander_Voidwoken	_NpcClubs	EMPTY			0		No	2								150			10						None																																																											Unbreakable		Hidden															
_Animals_GiantInsect	_NpcClubs	EMPTY			0		No	2					140			150			10						None																																																										POISONED,20,2	Unbreakable	_Enemy_Boost_PoisonDamage	Hidden															
_Animals_GiantInsect_Winged	_NpcCrossbows	EMPTY			0		No	2	Poison				140						10						Crossbow			f2d5c247-4553-4022-a1c4-a62ab53d314f																																																								Unbreakable		Hidden															
_Animals_GiantInsect_Blue	_NpcClubs	EMPTY			0		No	2					120			150			10						None																																																										FROZEN,20,2	Unbreakable	_Enemy_Boost_WaterDamage	Hidden															
_Animals_GiantInsect_Blue_Winged	_NpcCrossbows	EMPTY			0		No	2	Air				120						10						Crossbow			c006bdc1-14cb-440e-a8cb-fd55f04b3d1e																																																							STUNNED,20,2	Unbreakable	_Enemy_Boost_AirDamage	Hidden															
_Animals_GiantInsect_Black	_NpcClubs	EMPTY			0		No	2					150			150			10						None																																																										CURSED,30,2	Unbreakable		Hidden															
_Animals_GiantInsect_Black_Winged	_NpcCrossbows	EMPTY			0		No	2	Fire				150						10						Crossbow			e34bf76c-87df-4c1c-bbb4-bc48a046ac5b																																																							BURNING,100,2;CURSED,30,2	Unbreakable		Hidden															
_Animals_GiantInsect_AirClaw	_NpcClubs	EMPTY			0		No	1	Magic				200			150			10						None																																																										STUNNED,90,2	Unbreakable	_Enemy_Boost_AirDamage	Hidden															
_Animals_GiantInsect_AirClaw_Winged	_NpcCrossbows	EMPTY			0		No	1	Magic				200						10						Crossbow			c006bdc1-14cb-440e-a8cb-fd55f04b3d1e																																																							FROZEN,90,2	Unbreakable	_Enemy_Boost_WaterDamage	Hidden															
_Animals_VampireBat	_NpcDaggers	EMPTY			0		No	2					200			150			10						None																																																						70				CURSED,30,2;FEAR,10,1	Unbreakable		Hidden															
_Animals_VampireBat_Strong	_Animals_VampireBat	EMPTY										25																																																																			50						_Boost_Weapon_Damage_ArmourPiercing																
_Animals_VampireBat_Boss	_Animals_VampireBat	EMPTY										70				160																																																															20						_Boost_Weapon_Damage_ArmourPiercing																
_Voidwoken_Alan_A_Boss	_NpcSwords	EMPTY			0		No	2				75	150			180			10						None																																																											Unbreakable		Hidden															
_Raanaar_Hound_A	_NpcDaggers	EMPTY			0		No	2					150			140	40	45	10						None																																																										CRIPPLED,20,2	Unbreakable		Hidden															
_Voidwoken_Grunt_Melee	_NpcDaggers	EMPTY			0		No	2					200						10						None																																																						20				DECAYING_TOUCH,40,2;	Unbreakable		Hidden															
_Voidwoken_Grunt_Ranged	_NpcDaggers	EMPTY			0		No	2					120						10						None																																																											Unbreakable		Hidden															
_Undead_Weapons								2																																																																																	0		0	0									
_Undead_Skeleton_Dagger_1H	_NpcDaggers	WPN_Undead_Dagger_01			0		No												10						Knife	SmallWeapons																																																										Unbreakable		Hidden															
_Undead_Skeleton_Sword_1H	_NpcSwords	WPN_Undead_Sword_1H_01			0		No												10						Sword																																																											Unbreakable		Hidden															
_Undead_Skeleton_Sword_2H	_NpcTwoHandedSwords	WPN_Undead_Sword_2H_01			0		Yes												10						Sword	TwoHanded_Sword																																																										Unbreakable		Hidden															
_Undead_Skeleton_Axe_1H	_NpcAxes	WPN_Undead_Axe_1H_01			0		No												10						Axe																																																											Unbreakable		Hidden															
_Undead_Skeleton_Axe_2H	_NpcTwoHandedAxes	WPN_Undead_Axe_2H_01			0		Yes												10						Axe	TwoHanded																																																										Unbreakable		Hidden															
_Undead_Skeleton_Club_1H	_NpcClubs	WPN_Undead_Club_1H_01			0		No												10						Club																																																											Unbreakable		Hidden															
_Undead_Skeleton_Staff_Fire	_NpcStaffs_Fire	WPN_Undead_Staff			0		Yes												10						Staff																																																											Unbreakable	_Enemy_Boost_FireDamage	Hidden															
_Undead_Skeleton_Staff_Water	_NpcStaffs_Water	WPN_Undead_Staff			0		Yes												10						Staff																																																											Unbreakable	_Enemy_Boost_WaterDamage	Hidden															
_Undead_Skeleton_Staff_Air	_NpcStaffs_Air	WPN_Undead_Staff			0		Yes												10						Staff																																																											Unbreakable	_Enemy_Boost_AirDamage	Hidden															
_Undead_Skeleton_Staff_Earth	_NpcStaffs_Earth	WPN_Undead_Staff			0		Yes												10						Staff																																																											Unbreakable	_Enemy_Boost_EarthDamage	Hidden															
_Undead_Skeleton_Bow	_NpcBows	WPN_Undead_Bow			0														10						Bow																																																											Unbreakable		Hidden															
_Undead_Skeleton_Unarmed	_NpcUnarmed	EMPTY			0		No																																																																													Unbreakable		Hidden															
_Undead_Bonepile_AlanBird_A	_NpcSwords	EMPTY			0		No	2					200			200			10						None																																																											Unbreakable		Hidden															
_Undead_Bonepile_Hand_A	_NpcDaggers	EMPTY			0		No	2					40						10						None																																																										BLEEDING,10,2	Unbreakable		Hidden															
_Undead_Bonepile_Spider_A	_NpcSwords	EMPTY			0				Poison							150			10						None																																																										INFECTIOUS_DISEASED,20,5	Unbreakable	_Enemy_Boost_PoisonDamage	Hidden															
_Undead_Ghost_HumanMite_A	_NpcClubs	EMPTY			0		No	2								150			10						None																																																											Unbreakable		Hidden															
_Undead_Scarecrow_A	_NpcSwords	EMPTY			0		No	2	Earth				150			200			10						None																																																											Unbreakable	_Enemy_Boost_EarthDamage_Large	Hidden															
_Burning_Witch_A	_NpcSwords	EMPTY			0		No	2	Piercing			50				180			10						None																																																										BURNING,30,2	Unbreakable	_Enemy_Boost_FireDamage_Large	Hidden															
_Undead_FireSkeleton_Pikeman	_NpcSpears	Spears_2H			0		Yes												10						Spear																																																										BURNING,10,2	Unbreakable	_Enemy_Boost_FireDamage	Hidden															
_Undead_FireSkeleton_Sword_Shield	_NpcSwords	WPN_Undead_Sword_1H_01			0		No												10						Sword																																																										BURNING,10,2	Unbreakable	_Enemy_Boost_FireDamage	Hidden															
_Undead_FireSkeleton_2HAxe	_NpcTwoHandedAxes	WPN_Undead_Axe_2H_01			0		Yes												10						Axe																																																										BURNING,10,2;CRIPPLED,15,2	Unbreakable	_Enemy_Boost_FireDamage	Hidden															
_Undead_Bonepile_Troll_A_Strong	_Undead_Bonepile_Troll_A									4																																																																																											
_Undead_FireSkeleton_2HSword	_NpcTwoHandedSwords	WPN_Undead_Sword_2H_01			0		Yes												10						Sword																																																										BURNING,10,2;KNOCKED_DOWN,15,1	Unbreakable	_Enemy_Boost_FireDamage	Hidden															
_Undead_FireSkeleton_Mage	_NpcStaffs_Fire	WPN_Undead_Staff			0		Yes												10						Staff																																																										BURNING,10,2	Unbreakable		Hidden															
_Undead_FireSkeleton_Ranger	_NpcBows	Bows			0														10						Bow																																																										BURNING,10,2	Unbreakable	_Enemy_Boost_FireDamage	Hidden															
_Undead_SkeletonKing_Ranger	_NpcBows	Bows			0														10						Bow																																																											Unbreakable	_Enemy_Boost_FireDamage	Hidden															
_Undead_Skeleton_Fire_Dagger	_NpcDaggers	Daggers			0														10						Knife	SmallWeapons																																																										Unbreakable		Hidden															
_Undead_Skeleton_Metal_A	_NpcClubs	EMPTY			0								200						10						None																																																										CRIPPLED,30,2;KNOCKED_DOWN,30,1	Unbreakable		Hidden															
_Undead_FrostSkeleton_Bow	_Undead_Skeleton_Bow				0																				Bow																																																										FROZEN,20,2	Unbreakable	_Enemy_Boost_WaterDamage																
_Undead_FrostSkeleton_Dagger	_Undead_Skeleton_Dagger_1H				0																				Knife																																																										FROZEN,20,2	Unbreakable	_Enemy_Boost_WaterDamage																
_Undead_Zombie_A	_NpcClubs	EMPTY			0							150							10						None																																																										POISONED,20,2	Unbreakable		Hidden															
